"feature","metadata","value","coef","stderr","pval","qval","base.model","tweedie.index","N","N.not.zero","percent.zero","Antibiotic"
"yjjZ","ResistanceType","No",0.162003760620735,0.0259694413373603,0.00336463090642096,0.0213093290739994,"CPLM",1.01,6,6,0,"AZM"
"yedP","ResistanceType","No",-0.112782829927666,0.0185137260667868,0.00367200206845349,0.0214670890155742,"CPLM",1.99,6,6,0,"AZM"
"yhjG","ResistanceType","No",-0.114540554311404,0.0186174173647018,0.00354099459242065,0.0214670890155742,"CPLM",1.99,6,6,0,"AZM"
"yiaG","ResistanceType","No",-0.0994330600030232,0.017291322315678,0.00453409623854781,0.025525282528121,"CPLM",1.99,6,6,0,"AZM"
"yahO","ResistanceType","No",-0.0799906710950147,0.0142411518722495,0.00493805519797505,0.025949437294969,"CPLM",1.99,6,6,0,"AZM"
"ybcI","ResistanceType","No",0.293409178229217,0.0522745611085989,0.00495087948390855,0.025949437294969,"CPLM",1.01,6,6,0,"AZM"
"phnB","ResistanceType","No",-0.145283843331483,0.0269076996002157,0.00569470547822318,0.0288531744229974,"CPLM",1.99,6,6,0,"AZM"
"yjdI","ResistanceType","No",-0.0894034227657041,0.0173851789101109,0.00677950125370439,0.0332414255020344,"CPLM",1.99,6,6,0,"AZM"
"yjbG","ResistanceType","No",0.546002834044174,0.109951321309573,0.00767404584445437,0.0364517177611583,"CPLM",1.01,6,6,0,"AZM"
"ycgB","ResistanceType","No",-0.0869074828062122,0.0184426610726271,0.00922392017368889,0.0424859353454761,"CPLM",1.99,6,6,0,"AZM"
"yabI","ResistanceType","No",0.117476420001649,0.0253788384127599,0.00981521786801431,0.0438797975275934,"CPLM",1.01,6,6,0,"AZM"
"phoH","ResistanceType","No",-0.14162127012987,0.032991416628314,0.0127192149593923,0.0552377335379321,"CPLM",1.99,6,6,0,"AZM"
"yehE","ResistanceType","No",-0.0964901757558868,0.0231392467206969,0.0140314262328211,0.0592437996496892,"CPLM",1.99,6,6,0,"AZM"
"ugd","ResistanceType","No",0.427145626196972,0.104977149282964,0.0152362320530119,0.0614889022096482,"CPLM",1.01,6,6,0,"AZM"
"yjbE","ResistanceType","No",0.41748110465459,0.102874960705116,0.0153722255524121,0.0614889022096482,"CPLM",1.01,6,6,0,"AZM"
"mlrA","ResistanceType","No",-0.0939644602082768,0.0234388337546752,0.0160109186540857,0.0624015291133595,"CPLM",1.99,6,6,0,"AZM"
"gntT","ResistanceType","No",0.130846475758323,0.0335973541658266,0.0176226075955206,0.0662586318118611,"CPLM",1.01,6,6,0,"AZM"
"ybeL","ResistanceType","No",-0.0840893847449571,0.0216839937052271,0.0178723941071467,0.0662586318118611,"CPLM",1.99,6,6,0,"AZM"
"poxB","ResistanceType","No",-0.0962727422580573,0.0255560334963271,0.0196533033668853,0.0690706914992675,"CPLM",1.99,6,6,0,"AZM"
"rcsA","ResistanceType","No",0.194835380340141,0.0521874016588065,0.0202372563123023,0.0690706914992675,"CPLM",1.01,6,6,0,"AZM"
"yciG","ResistanceType","No",-0.111087027622608,0.029850427907607,0.0204485599833358,0.0690706914992675,"CPLM",1.99,6,6,0,"AZM"
"ygjG","ResistanceType","No",-0.0951013576065575,0.0255413949465542,0.0204135492984148,0.0690706914992675,"CPLM",1.99,6,6,0,"AZM"
"psiF","ResistanceType","No",-0.0759388889657439,0.0209833145144233,0.0223767857596928,0.0739406833798544,"CPLM",1.99,6,6,0,"AZM"
"yghA","ResistanceType","No",0.109609583059475,0.0305364127090505,0.0229726472664139,0.0742945188190408,"CPLM",1.01,6,6,0,"AZM"
"valW","ResistanceType","No",0.094791632003836,0.0268176904727444,0.0241289115106296,0.0764082197836603,"CPLM",1.01,6,6,0,"AZM"
"valY","ResistanceType","No",0.0662325349813261,0.0189528563293146,0.0250184086818512,0.0776081248906403,"CPLM",1.01,6,6,0,"AZM"
"glgS","ResistanceType","No",-0.0834920766264124,0.0243867135664435,0.0266901051126238,0.0811379195423764,"CPLM",1.99,6,6,0,"AZM"
"valU","ResistanceType","No",0.0624570081919788,0.0186918606799673,0.0287981904522074,0.0841793259372216,"CPLM",1.01,6,6,0,"AZM"
"valX","ResistanceType","No",0.0612414224763025,0.0182924318124289,0.0286243823453959,0.0841793259372216,"CPLM",1.01,6,6,0,"AZM"
"IS092","ResistanceType","No",-0.118431949127634,0.0365803612237647,0.0317465500891833,0.0910467096897332,"CPLM",1.99,6,6,0,"AZM"
"valT","ResistanceType","No",0.0641797442895122,0.020798250239321,0.0367230207142891,0.103368502751332,"CPLM",1.01,6,6,0,"AZM"
"valZ","ResistanceType","No",0.0622244711393261,0.0211564906528808,0.0423404932656921,0.117013726843367,"CPLM",1.01,6,6,0,"AZM"
"ycgK","ResistanceType","No",-0.0664715759553144,0.0238871471496817,0.0496794473714541,0.134844214293947,"CPLM",1.99,6,6,0,"AZM"
"idi","ResistanceType","No",-0.107082781668264,0.039522610398515,0.0535702111848832,0.142853896493022,"CPLM",1.99,6,6,0,"AZM"
"acrB","ResistanceType","No",-0.0543072626850091,0.0205690934772279,0.0575661600557393,0.150863040146076,"CPLM",1.99,6,6,0,"AZM"
"yfdC","ResistanceType","No",0.0850722899960562,0.0346989754456463,0.0703147060304354,0.181149751129257,"CPLM",1.01,6,6,0,"AZM"
"mgtA","ResistanceType","No",-0.118876136533385,0.0509913185192788,0.0801377641608552,0.202668646438299,"CPLM",1.99,6,6,0,"AZM"
"spf","ResistanceType","No",-0.0716896794637066,0.0309302571442415,0.0813341278469488,0.202668646438299,"CPLM",1.99,6,6,0,"AZM"
"upp","ResistanceType","No",-0.0705885122175691,0.030784712005376,0.0835829615418871,0.204913067005917,"CPLM",1.99,6,6,0,"AZM"
"yrbL","ResistanceType","No",-0.0665033494980405,0.0293279185029301,0.085957310517547,0.20738906664551,"CPLM",1.99,6,6,0,"AZM"
"ymdF","ResistanceType","No",-0.0840535098841604,0.0380633991995005,0.0918048195670964,0.218036446471854,"CPLM",1.99,6,6,0,"AZM"
"cspC","ResistanceType","No",-0.063664516019312,0.0305908627384964,0.105883739302649,0.244473296033656,"CPLM",1.99,6,6,0,"AZM"
"yhcN","ResistanceType","No",-0.116477034921187,0.0560277288454806,0.106152878540929,0.244473296033656,"CPLM",1.99,6,6,0,"AZM"
"inaA","ResistanceType","No",-0.152908855545198,0.076199701262229,0.115233802088307,0.261425939066011,"CPLM",1.99,6,6,0,"AZM"
"ycaC","ResistanceType","No",-0.0594183120979763,0.0306704634064901,0.12476188215336,0.27887950128398,"CPLM",1.99,6,6,0,"AZM"
"ydeI","ResistanceType","No",-0.0801389695065592,0.0436235103310363,0.140075432154952,0.308571966486272,"CPLM",1.99,6,6,0,"AZM"
"gcd","ResistanceType","No",-0.0498227572050365,0.0288018786432666,0.15871151622271,0.344630720940742,"CPLM",1.99,6,6,0,"AZM"
"sgrS","ResistanceType","No",0.0835451089892014,0.0493979519197528,0.16604610139765,0.355478977640039,"CPLM",1.01,6,6,0,"AZM"
"hemB","ResistanceType","No",-0.0530462857639477,0.032432797079667,0.177268604852021,0.374233721354266,"CPLM",1.99,6,6,0,"AZM"
"acrR","ResistanceType","No",-0.0967638448972424,0.0621687727081415,0.194583161397031,0.405159459347244,"CPLM",1.99,6,6,0,"AZM"
"argA","ResistanceType","No",0.0566327591132525,0.0389761555435783,0.219878934147434,0.447225647678694,"CPLM",1.01,6,6,0,"AZM"
"yncD","ResistanceType","No",-0.092859158036599,0.0640420963737749,0.220670549841461,0.447225647678694,"CPLM",1.99,6,6,0,"AZM"
"lysQ","ResistanceType","No",0.0988062055507681,0.0715339189221337,0.239347333249732,0.478694666499465,"CPLM",1.01,6,6,0,"AZM"
"ompF","ResistanceType","No",0.0596066951681489,0.0435404442757019,0.242838860797746,0.479370218717628,"CPLM",1.01,6,6,0,"AZM"
"lysT","ResistanceType","No",0.0960426374231869,0.0750850131107182,0.270018621951298,0.481818379631462,"CPLM",1.01,6,6,0,"AZM"
"lysV","ResistanceType","No",0.0966463207095552,0.0743948523847648,0.263731561708154,0.481818379631462,"CPLM",1.01,6,6,0,"AZM"
"lysW","ResistanceType","No",0.0978721850352469,0.0738913729898294,0.255931182825757,0.481818379631462,"CPLM",1.01,6,6,0,"AZM"
"lysY","ResistanceType","No",0.0962065587256752,0.0735273989849203,0.260839819836844,0.481818379631462,"CPLM",1.01,6,6,0,"AZM"
"lysZ","ResistanceType","No",0.0933734596063737,0.0734423462664632,0.272490758826831,0.481818379631462,"CPLM",1.01,6,6,0,"AZM"
"marA","ResistanceType","No",-0.169986492118461,0.13366849494333,0.27238884198293,0.481818379631462,"CPLM",1.99,6,6,0,"AZM"
"marR","ResistanceType","No",-0.17048839789199,0.130264455796913,0.260734652884281,0.481818379631462,"CPLM",1.99,6,6,0,"AZM"
"ycbZ","ResistanceType","No",0.0930065524664093,0.0705447710820916,0.257791921489799,0.481818379631462,"CPLM",1.01,6,6,0,"AZM"
"yeiR","ResistanceType","No",-0.0932579395826543,0.0733725138394721,0.272607767423064,0.481818379631462,"CPLM",1.99,6,6,0,"AZM"
"marB","ResistanceType","No",-0.19177319436078,0.154628544062309,0.282674267029928,0.482516082804665,"CPLM",1.99,6,6,0,"AZM"
"rydB","ResistanceType","No",-0.0724241625901872,0.0588257684768984,0.285700312186972,0.482516082804665,"CPLM",1.99,6,6,0,"AZM"
"yahA","ResistanceType","No",-0.170769533911454,0.136352937223564,0.278648714388165,0.482516082804665,"CPLM",1.99,6,6,0,"AZM"
"yjcH","ResistanceType","No",-0.0898311305683776,0.0727788108082866,0.284647646197363,0.482516082804665,"CPLM",1.99,6,6,0,"AZM"
"metI","ResistanceType","No",0.0642958502692618,0.0556312973377865,0.31211693414416,0.521338175713322,"CPLM",1.01,6,6,0,"AZM"
"ybjC","ResistanceType","No",-0.0650087564410093,0.05780265779074,0.323652314341926,0.534729910651878,"CPLM",1.99,6,6,0,"AZM"
"acs","ResistanceType","No",-0.0699226004258861,0.0636415672609261,0.333589939823631,0.542015672993455,"CPLM",1.99,6,6,0,"AZM"
"ynfM","ResistanceType","No",-0.0568765950075903,0.0519626040478411,0.335193903035426,0.542015672993455,"CPLM",1.99,6,6,0,"AZM"
"rimK","ResistanceType","No",-0.047227103864061,0.0468825090508569,0.370756936223801,0.592377723838825,"CPLM",1.99,6,6,0,"AZM"
"yhaV","ResistanceType","No",-0.0766558725987141,0.0766973668171615,0.374133299266626,0.592377723838825,"CPLM",1.99,6,6,0,"AZM"
"cspA","ResistanceType","No",0.0506950546247678,0.0526205583554874,0.389899707133861,0.593182329345393,"CPLM",1.01,6,6,0,"AZM"
"csrC","ResistanceType","No",-0.031853514816603,0.0330628778918316,0.389893225076995,0.593182329345393,"CPLM",1.01,6,6,0,"AZM"
"sohA","ResistanceType","No",-0.0987278151449158,0.102561810592859,0.390251532464074,0.593182329345393,"CPLM",1.99,6,6,0,"AZM"
"yejG","ResistanceType","No",-0.0686889076404551,0.0709747525905943,0.387951585930939,0.593182329345393,"CPLM",1.99,6,6,0,"AZM"
"argI","ResistanceType","No",0.0620258464035602,0.0656807039959615,0.398460444012876,0.599663242474823,"CPLM",1.01,6,6,0,"AZM"
"dppC","ResistanceType","No",0.0464692102692882,0.051614440044216,0.418856956494165,0.616820333606219,"CPLM",1.01,6,6,0,"AZM"
"yciF","ResistanceType","No",-0.0394167910294956,0.0441094079032018,0.422034965098992,0.616820333606219,"CPLM",1.99,6,6,0,"AZM"
"yodB","ResistanceType","No",0.0612041529418239,0.0673958407775065,0.415174979145756,0.616820333606219,"CPLM",1.01,6,6,0,"AZM"
"argC","ResistanceType","No",0.0357933618587293,0.0405136052324136,0.426874932771418,0.617952283631005,"CPLM",1.01,6,6,0,"AZM"
"hybA","ResistanceType","No",-0.065962755128074,0.0762345403052754,0.435704275469306,0.624783489352212,"CPLM",1.99,6,6,0,"AZM"
"entB","ResistanceType","No",-0.0505366451036254,0.0609052048471648,0.453324206501561,0.637522270610684,"CPLM",1.99,6,6,0,"AZM"
"glpT","ResistanceType","No",0.0522250562635775,0.063522046667693,0.457170575635293,0.637522270610684,"CPLM",1.01,6,6,0,"AZM"
"gltD","ResistanceType","No",0.0920192019997912,0.110006511500779,0.449941045076479,0.637522270610684,"CPLM",1.01,6,6,0,"AZM"
"actP","ResistanceType","No",-0.0546440693989311,0.0692156770295175,0.473998431318904,0.641223218460188,"CPLM",1.99,6,6,0,"AZM"
"bdm","ResistanceType","No",-0.0436493419405143,0.0570726993355889,0.487018230734775,0.641223218460188,"CPLM",1.99,6,6,0,"AZM"
"dppD","ResistanceType","No",0.0425094925752325,0.0556223083130962,0.487311498669566,0.641223218460188,"CPLM",1.01,6,6,0,"AZM"
"entC","ResistanceType","No",-0.0558216086965245,0.0734080820891556,0.489354561456459,0.641223218460188,"CPLM",1.99,6,6,0,"AZM"
"lpxL","ResistanceType","No",-0.0429336251074617,0.0552433998150395,0.480456962510948,0.641223218460188,"CPLM",1.99,6,6,0,"AZM"
"nfsA","ResistanceType","No",-0.0501691919228848,0.062627903725733,0.467974838227567,0.641223218460188,"CPLM",1.99,6,6,0,"AZM"
"yghW","ResistanceType","No",-0.0458341844169601,0.0602705414684712,0.489330251722904,0.641223218460188,"CPLM",1.99,6,6,0,"AZM"
"yhbW","ResistanceType","No",-0.0585194464221399,0.0787441872318834,0.498662371181488,0.647834875381078,"CPLM",1.99,6,6,0,"AZM"
"pstS","ResistanceType","No",-0.0498571585484581,0.0680232888340864,0.50423093627346,0.64951781621666,"CPLM",1.99,6,6,0,"AZM"
"hybC","ResistanceType","No",-0.0481485674409189,0.0666170778671049,0.509823519836341,0.651203151387595,"CPLM",1.99,6,6,0,"AZM"
"glpQ","ResistanceType","No",0.0388286053532423,0.0579837194035249,0.53975420130916,0.66782726452409,"CPLM",1.01,6,6,0,"AZM"
"hybB","ResistanceType","No",-0.0456750359604208,0.0678603582444809,0.537785970820047,0.66782726452409,"CPLM",1.99,6,6,0,"AZM"
"hybO","ResistanceType","No",-0.0491969700702195,0.0715808047210328,0.529674613866213,0.66782726452409,"CPLM",1.99,6,6,0,"AZM"
"mqo","ResistanceType","No",0.0607860426088313,0.0909287686310173,0.540412852213573,0.66782726452409,"CPLM",1.01,6,6,0,"AZM"
"dppF","ResistanceType","No",0.0376944480735645,0.0577946615005205,0.549844612822418,0.674003073782319,"CPLM",1.01,6,6,0,"AZM"
"dkgB","ResistanceType","No",0.0381982690966159,0.064535954784657,0.585757642404207,0.706628267027297,"CPLM",1.99,6,6,0,"AZM"
"fepA","ResistanceType","No",-0.0391313128048154,0.0653618310332478,0.581635087888279,0.706628267027297,"CPLM",1.99,6,6,0,"AZM"
"dppA","ResistanceType","No",0.0227160532963921,0.0402931478485225,0.603018015245071,0.72160990148999,"CPLM",1.01,6,6,0,"AZM"
"metQ","ResistanceType","No",0.0159505976264474,0.0286738743658906,0.607671495991571,0.72160990148999,"CPLM",1.01,6,6,0,"AZM"
"gltF","ResistanceType","No",0.0530946741049236,0.0989285407587914,0.61993656830151,0.730467894432787,"CPLM",1.01,6,6,0,"AZM"
"phoU","ResistanceType","No",-0.0266403813520431,0.0516599597699611,0.63326610677899,0.740434217156973,"CPLM",1.99,6,6,0,"AZM"
"pstC","ResistanceType","No",-0.0357551252960325,0.07043165400431,0.638405963840857,0.740745851174124,"CPLM",1.99,6,6,0,"AZM"
"hisA","ResistanceType","No",0.0191205655952839,0.0394807588994111,0.65349485921881,0.752509231827721,"CPLM",1.99,6,6,0,"AZM"
"hisD","ResistanceType","No",-0.019661708377195,0.0457819538917621,0.689707459303661,0.788237096347041,"CPLM",1.99,6,6,0,"AZM"
"malE","ResistanceType","No",0.0273058841009772,0.0649675991317961,0.695862402353793,0.789336456401318,"CPLM",1.01,6,6,0,"AZM"
"mglA","ResistanceType","No",0.032784865166516,0.0858720626117233,0.722034604385195,0.81295748049296,"CPLM",1.01,6,6,0,"AZM"
"hisG","ResistanceType","No",-0.0150030999972069,0.0414448215669666,0.735664605914573,0.822213383080993,"CPLM",1.99,6,6,0,"AZM"
"hisC","ResistanceType","No",-0.0130858132712649,0.0399354153143095,0.759590868219275,0.842757751600948,"CPLM",1.99,6,6,0,"AZM"
"cirA","ResistanceType","No",-0.027043771304132,0.0873663142735369,0.772362258149848,0.848410505640469,"CPLM",1.99,6,6,0,"AZM"
"hdeB","ResistanceType","No",0.0119592698839508,0.0392600678366545,0.775849080815955,0.848410505640469,"CPLM",1.01,6,6,0,"AZM"
"rmf","ResistanceType","No",-0.00804069026056395,0.0315176130288604,0.811212832421031,0.87449893991487,"CPLM",1.01,6,6,0,"AZM"
"yicM","ResistanceType","No",-0.0161473067579348,0.0615811420104773,0.80610810869854,0.87449893991487,"CPLM",1.99,6,6,0,"AZM"
"hisB","ResistanceType","No",-0.00682149451294891,0.0385610691972056,0.868182139458582,0.924069576942317,"CPLM",1.99,6,6,0,"AZM"
"proV","ResistanceType","No",-0.0146671990902558,0.0836658570432166,0.869354930939153,0.924069576942317,"CPLM",1.01,6,6,0,"AZM"
"pstB","ResistanceType","No",-0.00710367355426885,0.0494042202455593,0.892621901514944,0.942212007154663,"CPLM",1.99,6,6,0,"AZM"
"lamB","ResistanceType","No",-0.00779248001019906,0.0734325888326922,0.920598068264103,0.958430865590025,"CPLM",1.99,6,6,0,"AZM"
"proW","ResistanceType","No",0.0085275120179612,0.0756763271537456,0.915709816318526,0.958430865590025,"CPLM",1.01,6,6,0,"AZM"
"proX","ResistanceType","No",-0.00551586852704861,0.0637845498271633,0.935243426239174,0.959868266338299,"CPLM",1.01,6,6,0,"AZM"
"tyrP","ResistanceType","No",-0.00462716479694541,0.0568501344056782,0.939039857713438,0.959868266338299,"CPLM",1.01,6,6,0,"AZM"
"ybgH","ResistanceType","No",-0.00369132258288401,0.0468021945195036,0.940923497923727,0.959868266338299,"CPLM",1.01,6,6,0,"AZM"
"malM","ResistanceType","No",0.00494582495316571,0.076854266286835,0.951776628696191,0.964466983745474,"CPLM",1.01,6,6,0,"AZM"
"pstA","ResistanceType","No",0.00163303361681845,0.0592999281368598,0.979349355346109,0.985835112666282,"CPLM",1.99,6,6,0,"AZM"
"proK","ResistanceType","No",-0.000887574904297524,0.0693676025314514,0.990403899660696,0.990403899660696,"CPLM",1.99,6,6,0,"AZM"
"yjiY","ResistanceType","TP",1.17210540948459,0.0171144603466209,2.72345606603227e-07,0.000220599941348614,"CPLM",1.01,6,6,0,"TP"
"hsdR","ResistanceType","TP",1.14380640456431,0.0226535488327992,9.20770301389892e-07,0.000362257266901031,"CPLM",1.99,6,6,0,"TP"
"yagF","ResistanceType","TP",-1.26097876183223,0.0274426348164843,1.34169358111493e-06,0.000362257266901031,"CPLM",1.01,6,6,0,"TP"
"yagG","ResistanceType","TP",-1.04806249887682,0.0409784144261056,1.38806519101624e-05,0.00281083201180788,"CPLM",1.01,6,6,0,"TP"
"yjbF","ResistanceType","TP",-0.450001195155413,0.0191620927222762,1.94911104918665e-05,0.00315755989968237,"CPLM",1.01,6,6,0,"TP"
"asd","ResistanceType","TP",-0.0826919498741229,0.00372425925752979,2.43561050822192e-05,0.00328807418609959,"CPLM",1.01,6,6,0,"TP"
"yjbG","ResistanceType","TP",-0.532644547343166,0.0308840666134012,6.6323510219423e-05,0.00767457761110466,"CPLM",1.01,6,6,0,"TP"
"yjbH","ResistanceType","TP",-0.469939257903982,0.0306676790948652,0.000105797958063502,0.0107120432539296,"CPLM",1.01,6,6,0,"TP"
"ydbD","ResistanceType","TP",-0.839656439004081,0.0590895652954481,0.000142424122885822,0.012818171059724,"CPLM",1.01,6,6,0,"TP"
"yeiU","ResistanceType","TP",0.124491607134416,0.0128692248611367,0.000638965240376556,0.0517561844705011,"CPLM",1.99,6,6,0,"TP"
"valW","ResistanceType","TP",-0.143219986443508,0.0155939291971356,0.000780533578421207,0.0574756544110161,"CPLM",1.01,6,6,0,"TP"
"malZ","ResistanceType","TP",-0.188578461128464,0.0270934597794839,0.00223934554640989,0.151155824382667,"CPLM",1.01,6,6,0,"TP"
"yedS_3","ResistanceType","TP",-0.146988222661318,0.0216706404570742,0.00246636739859,0.153673660989069,"CPLM",1.01,6,6,0,"TP"
"valV","ResistanceType","TP",-0.132370991468716,0.0199919688400878,0.00269827580127097,0.156114528502106,"CPLM",1.01,6,6,0,"TP"
"yiaB","ResistanceType","TP",-0.507660724236494,0.0825882150901166,0.00355254541810685,0.19183745257777,"CPLM",1.01,6,6,0,"TP"
"ybcI","ResistanceType","TP",-0.288989141565367,0.0487386691725307,0.00405460522806149,0.193190013807636,"CPLM",1.01,6,6,0,"TP"
"yjbE","ResistanceType","TP",-0.40051522132918,0.06710322214438,0.00395778774503753,0.193190013807636,"CPLM",1.01,6,6,0,"TP"
"argF","ResistanceType","TP",-0.263198048209013,0.0539643005718445,0.00817673312012337,0.344042530943793,"CPLM",1.01,6,6,0,"TP"
"kdtA","ResistanceType","TP",-0.109543039852889,0.0220682388860397,0.00768512024230006,0.344042530943793,"CPLM",1.01,6,6,0,"TP"
"ytfJ","ResistanceType","TP",0.117712510839477,0.0243986638892118,0.00849487730725414,0.344042530943793,"CPLM",1.99,6,6,0,"TP"
"thrB","ResistanceType","TP",-0.0751897472662124,0.0163545867251769,0.0100500264839509,0.377206323555761,"CPLM",1.01,6,6,0,"TP"
"yhjE","ResistanceType","TP",-0.158545649999779,0.0346773733575483,0.0102451100225021,0.377206323555761,"CPLM",1.01,6,6,0,"TP"
"ychP","ResistanceType","TP",-0.160149472750991,0.0375896450758067,0.0130487415470394,0.459542637091389,"CPLM",1.01,6,6,0,"TP"
"aroA","ResistanceType","TP",-0.101594567541488,0.0250407956355253,0.015384627018535,0.492637668123406,"CPLM",1.01,6,6,0,"TP"
"gcvB","ResistanceType","TP",0.0888351492840642,0.0221865139956602,0.0160763222923634,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"glgB","ResistanceType","TP",-0.0955453282339196,0.0260179749605233,0.0213482670097288,0.492637668123406,"CPLM",1.01,6,6,0,"TP"
"puuD","ResistanceType","TP",0.365863323067793,0.0987391590184422,0.0207381146434689,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"tdk","ResistanceType","TP",0.0929290176710038,0.023575854076129,0.0169355416807046,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"thrA","ResistanceType","TP",-0.0746939163816057,0.0197530275891474,0.0194124865925585,0.492637668123406,"CPLM",1.01,6,6,0,"TP"
"ybaY","ResistanceType","TP",0.167084273058745,0.0462495536175043,0.0225032021241556,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"ybbL","ResistanceType","TP",0.132544948655105,0.0332514546145963,0.0163173387326651,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"ybbM","ResistanceType","TP",0.117062157802361,0.0307359436030149,0.0189622739532921,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"yciN","ResistanceType","TP",0.143037177644267,0.0392797498596412,0.0219355623493157,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"ydeQ","ResistanceType","TP",0.621615327927119,0.165444121878591,0.0198220197059757,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"ydeR","ResistanceType","TP",0.594329756776644,0.157837968956576,0.0196819218926011,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"ydeT","ResistanceType","TP",0.581014958260954,0.150272440754471,0.0180484974114492,0.492637668123406,"CPLM",1.99,6,6,0,"TP"
"yobD","ResistanceType","TP",-0.14311354145279,0.0385980679045301,0.0206939549936797,0.492637668123406,"CPLM",1.01,6,6,0,"TP"
"cysZ","ResistanceType","TP",0.0758190231487303,0.0229816552824661,0.0299583817111829,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"ecnB","ResistanceType","TP",0.086054162725899,0.0262191226376279,0.0304401655846203,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"fic","ResistanceType","TP",0.0871911152647276,0.0261449936879991,0.0289728594892184,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"glgX","ResistanceType","TP",-0.0923927138253413,0.0279861624039009,0.0298949801746128,0.493130682470848,"CPLM",1.01,6,6,0,"TP"
"modF","ResistanceType","TP",-0.109476492581586,0.0330628843465534,0.0296222852545345,0.493130682470848,"CPLM",1.01,6,6,0,"TP"
"puuA","ResistanceType","TP",0.326071719286068,0.0926727822310994,0.0244825738080392,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"rzoR","ResistanceType","TP",-0.138270842053504,0.0407962847545523,0.0275477953590033,0.493130682470848,"CPLM",1.01,6,6,0,"TP"
"sdaA","ResistanceType","TP",0.118957861674863,0.0339252796504166,0.024750869928676,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"serC","ResistanceType","TP",-0.0871585259745581,0.0253836421026813,0.0264470581050194,0.493130682470848,"CPLM",1.01,6,6,0,"TP"
"ugd","ResistanceType","TP",-0.530212530687184,0.160637273625487,0.0299143000712373,0.493130682470848,"CPLM",1.01,6,6,0,"TP"
"ydeS","ResistanceType","TP",0.538746176800801,0.159352809467089,0.0277639181077914,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"ygaU","ResistanceType","TP",0.099412185211384,0.0294819256383765,0.0279926075432798,0.493130682470848,"CPLM",1.99,6,6,0,"TP"
"yliA","ResistanceType","TP",-0.107873591711675,0.0324144688619903,0.0291614671488453,0.493130682470848,"CPLM",1.01,6,6,0,"TP"
"aceE","ResistanceType","TP",-0.0750627392501564,0.0252162786762778,0.040869830556212,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"aceF","ResistanceType","TP",-0.0841088938779951,0.0272543725187339,0.0367142590917854,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"emrA","ResistanceType","TP",-0.113030011852092,0.0387054703859587,0.0432322600204901,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"evgS","ResistanceType","TP",-0.27899745471673,0.0941563482439222,0.0414255692657326,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"frdC","ResistanceType","TP",0.112667068857198,0.0393715065411959,0.0458535406317203,0.495218238822579,"CPLM",1.99,6,6,0,"TP"
"gcvP","ResistanceType","TP",-0.118471483686686,0.0406919986055063,0.0436161374740942,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"gltB","ResistanceType","TP",-0.150758446263168,0.0509810432429178,0.0416723171574039,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"manX","ResistanceType","TP",-0.189504704466247,0.0632951839072323,0.0401797845110985,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"manY","ResistanceType","TP",-0.170763657708762,0.0595461088494351,0.0455716013406683,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"manZ","ResistanceType","TP",-0.180408029297073,0.0584706298642843,0.036736487822793,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"osmC","ResistanceType","TP",0.145362659787946,0.0472575452876881,0.0370768343838373,0.495218238822579,"CPLM",1.99,6,6,0,"TP"
"phoH","ResistanceType","TP",0.195820149155963,0.0620459170700378,0.0343138769271597,0.495218238822579,"CPLM",1.99,6,6,0,"TP"
"ptsG","ResistanceType","TP",-0.106396516698049,0.0362855130356262,0.0427198001009158,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"ryeE","ResistanceType","TP",-0.168908188903887,0.0573830241760567,0.0422407359597166,0.495218238822579,"CPLM",1.01,6,6,0,"TP"
"yahA","ResistanceType","TP",0.228854355768149,0.0794769643472664,0.0450355080620671,0.495218238822579,"CPLM",1.99,6,6,0,"TP"
"ybaK","ResistanceType","TP",0.0796476428438325,0.0276572751618859,0.0450218031522171,0.495218238822579,"CPLM",1.99,6,6,0,"TP"
"ybhB","ResistanceType","TP",0.0901848266201001,0.0298879781302753,0.0392623763841436,0.495218238822579,"CPLM",1.99,6,6,0,"TP"
