ID_REF	Parent strain_rep1	Parent strain_rep2	Cefoperazone (CPZ) resistant strain_Line1	Cefoperazone (CPZ) resistant strain_Line2	Cefoperazone (CPZ) resistant strain_Line3	Cefoperazone (CPZ) resistant strain_Line4	Cefixime (CFIX) resistant strain_Line1	Cefixime (CFIX) resistant strain_Line2	Cefixime (CFIX) resistant strain_Line3	Cefixime (CFIX) resistant strain_Line4	Amikacin (AMK) resistant strain_Line1	Amikacin (AMK) resistant strain_Line2	Amikacin (AMK) resistant strain_Line3	Amikacin (AMK) resistant strain_Line4	Neomycin (NM) resistant strain_Line1	Neomycin (NM) resistant strain_Line2	Neomycin (NM) resistant strain_Line3	Neomycin (NM) resistant strain_Line4	Doxycycline (DOXY) resistant strain_Line1	Doxycycline (DOXY) resistant strain_Line2	Doxycycline (DOXY) resistant strain_Line3	Doxycycline (DOXY) resistant strain_Line4	Chloramphenicol (CP) resistant strain_Line1	Chloramphenicol (CP) resistant strain_Line2	Chloramphenicol (CP) resistant strain_Line3	Chloramphenicol (CP) resistant strain_Line4	Azithromycin (AZM) resistant strain_Line1	Azithromycin (AZM) resistant strain_Line2	Azithromycin (AZM) resistant strain_Line3	Azithromycin (AZM) resistant strain_Line4	Trimethoprim (TP) resistant strain_Line1	Trimethoprim (TP) resistant strain_Line2	Trimethoprim (TP) resistant strain_Line3	Trimethoprim (TP) resistant strain_Line4	Enoxacin (ENX) resistant strain_Line1	Enoxacin (ENX) resistant strain_Line2	Enoxacin (ENX) resistant strain_Line3	Enoxacin (ENX) resistant strain_Line4	Ciprofloxacin (CPFX) resistant strain_Line1	Ciprofloxacin (CPFX) resistant strain_Line2	Ciprofloxacin (CPFX) resistant strain_Line3	Ciprofloxacin (CPFX) resistant strain_Line4
bglA	2170.033798	2198.392238	2294.571262	1577.359276	1575.236345	2653.724524	1150.419808	2220.4705	2030.240917	2395.055298	1860.393738	3079.829143	2285.089179	1285.601276	2938.203202	2837.750429	3301.701976	1763.391881	1799.006395	2256.451	2110.021964	1882.621371	2243.888286	2460.442095	1847.04808	2659.054071	2154.327893	1613.776318	2177.191464	2094.174357	2063.048631	10777.50554	2469.179381	16593.23857	1401.34319	1956.881405	1934.754283	2372.760083	2282.280595	1705.643207	1413.957433	1977.811071
bglB	48.82773536	53.39216952	34.4160494	29.18480062	37.69109952	43.11544429	28.9582756	48.71114643	39.92047095	30.77620338	29.0753475	47.63819393	38.46803	37.69109952	51.83135036	53.94075679	40.39680119	35.05544964	32.25760762	34.08074119	44.56941155	40.80199405	38.74541024	39.68561726	39.74120726	36.15248345	46.88119619	42.54870012	42.02540702	42.50253488	36.49122381	46.01088952	35.05544964	35.16497405	29.71408107	30.41036667	36.15248345	45.17668333	42.41969381	33.94767167	33.06167667	43.82509595
bglF	52.67519583	43.47609179	44.96711714	32.60813381	32.25760762	33.87507583	40.05120274	39.98329738	42.50253488	39.92047095	45.03360476	47.22692964	38.98707881	40.46459833	48.29391631	42.41969381	31.55367476	49.73083917	39.10407643	38.61993905	45.03360476	35.16497405	46.21699048	49.11478333	36.49122381	38.61993905	46.9482494	35.48940607	43.40186798	37.985235	51.99587	39.10407643	42.41969381	48.99613476	42.54870012	39.92047095	35.95546893	41.66378786	44.65508131	32.13501298	36.55757155	38.23411274
bglG	12.1853666	14.13425107	14.78653518	11.67526077	10.60435886	12.05069364	18.74371435	13.28538639	27.13856277	9.279685917	27.59094571	20.52195577	17.74699965	22.63815361	17.58631785	11.75951683	12.95589737	12.43573615	15.19586168	11.21824907	6.926462714	12.5869836	7.661999655	11.94759996	11.77761255	15.86448168	25.56473357	16.77371707	30.8824731	23.10565905	16.83818823	13.98278931	20.13053308	21.60597004	8.675373202	13.09465049	18.77756999	15.60640674	10.18616849	8.477376714	17.94599029	21.25252527
bglH	11.10252471	11.30204417	5.509123821	8.039541048	10.31316594	10.52503968	10.2929143	9.994613369	8.695255405	7.42014319	13.60333902	11.63590331	11.45598704	14.75960301	14.99737498	9.742218679	7.840216083	7.519716274	6.993712595	9.108093321	10.62280521	8.260581595	10.72262996	8.496720524	13.17726581	9.31950619	5.30564931	14.83171031	16.57362329	13.62961232	12.24511415	7.476299702	10.8495288	17.18020064	14.60561911	17.24832812	11.84933458	14.01153438	12.41654708	8.424534048	15.5588177	14.78653518
bglJ	27.75326583	26.94471964	37.44083595	57.6793494	88.30407143	84.83401798	80.93399464	40.874155	106.5325383	80.31884179	71.70577298	47.0231144	46.35995	45.5884481	64.23279405	52.9667506	55.04819393	69.36101131	64.08604869	47.97071536	51.93152345	52.20586965	53.14046274	62.60181488	36.69033714	57.78973167	46.54178845	43.581515	61.76784536	52.10976512	49.29491274	65.1092069	44.04029512	154.0174338	76.51006024	57.07425774	44.38396095	53.83745405	81.47071274	50.00718036	54.32495762	71.15485464
bglX	836.1340036	854.5172952	470.7747393	399.9882976	467.4768214	533.411644	436.3611071	657.3591321	735.820519	467.4768214	742.1574429	615.2893929	731.7406381	723.4023083	770.2371881	928.4505274	747.7585679	799.2337833	687.9775536	599.7989988	689.7463905	568.62005	1951.915831	1010.398129	718.4911083	1499.796275	811.9261655	704.7467702	687.1022774	733.7206798	510.0369929	1028.715098	987.7499345	850.4083476	489.6225321	1300.291654	1136.226606	642.8786071	908.4316798	1083.075142	628.0369238	737.1714238
bioA	567.2082952	554.854044	1040.518324	552.2264131	711.9928845	1052.766955	853.5808345	943.7747345	701.2061071	539.8144631	605.4973429	610.2872631	550.0779929	771.3485274	589.5201143	740.1347726	393.3899952	714.6269357	542.7248964	796.5833167	327.7956952	504.8443143	396.6304345	779.93475	764.9173798	663.0862452	690.5834179	713.7506143	577.0768869	664.7543631	1413.957433	564.8252024	1241.2084	691.3738214	528.3899762	1010.398129	891.3214119	636.899581	825.0486738	326.2154643	768.2081393	643.8932321
bioB	1849.259238	1830.810702	3548.275131	1269.224083	2201.231345	3745.031619	2226.660167	2693.512083	1580.357758	1549.252688	1241.2084	1603.907787	1715.719623	1366.213539	1583.197327	2436.171905	1220.374465	2399.607012	1617.348975	2069.31594	908.4316798	1246.266221	866.1891833	2138.145238	1689.908752	1392.359789	1994.052667	2270.382643	1676.238451	1458.553675	4003.300548	1910.927952	2494.246964	1619.81026	1269.224083	1275.750544	2485.55331	1687.464789	1692.390429	1467.409179	1364.489688	1613.776318
bioC	698.6572631	711.9928845	1153.156536	431.2823417	647.6692762	1577.359276	776.3236048	852.5583083	591.8372679	593.322931	531.8459667	654.2975845	576.2137476	700.5429762	531.8459667	897.7625988	461.4718167	868.126219	480.44165	878.5958702	343.3101583	593.322931	316.8884893	763.202775	533.411644	511.373544	696.39945	626.0457179	597.7610071	545.8159155	1617.348975	1056.370439	791.5857929	1267.273792	458.3035702	675.5095107	925.0779881	619.130994	657.3591321	596.967525	575.1777512	647.6692762
bioD	1882.621371	1825.697214	3531.432786	1232.55799	1638.599655	4143.603167	2321.239119	2477.070571	1558.242317	1615.753275	1915.828893	1465.735755	1596.999688	1578.580015	1460.440487	1857.636536	1254.61409	2368.766393	1488.65201	2501.61575	945.0903452	1538.077154	905.4507929	2030.240917	1587.598165	1273.23161	1751.072619	1610.055438	1624.391857	1662.971635	4489.172119	2679.481119	2078.295929	2882.257512	1334.778146	1424.633202	2285.089179	1562.095304	1901.044405	1678.617669	1318.883307	1619.81026
bioF	1017.454864	985.1315536	1734.443036	591.8372679	997.4326262	1974.563917	1065.179986	1262.393052	788.1982714	720.7007345	699.54705	909.260281	831.4933083	808.1075929	738.2318714	1125.774994	590.947281	1207.580163	695.3811774	1063.532307	443.1165321	727.4402762	426.6064583	1005.928967	802.1393988	670.6985012	915.6331488	958.4875262	827.5210321	779.0991548	1960.19875	883.7228548	1165.684746	707.6707429	630.4964762	885.6295667	1181.860914	852.5583083	806.2261381	822.0356595	755.8899417	861.6924667
bioH	225.6737714	231.2694304	214.3511936	139.4649563	202.3638988	221.4381643	198.2238726	202.3638988	201.2143774	233.0717429	245.331625	282.4062571	211.694306	282.8040833	306.5850619	318.6007571	333.083944	338.6744024	266.0908798	243.7193464	182.5769737	222.9208238	264.0234095	238.7013095	330.5984917	362.5373345	215.2208319	240.0624095	217.6183333	231.2694304	419.2605345	523.9495726	420.7622762	180.9843161	166.9314652	292.1138583	196.3519023	263.1101071	251.8719952	227.4967155	234.1206064	223.7747583
bipA	9207.589167	9363.22475	18482.7756	15854.04369	20350.20726	19359.41964	16294.66071	9127.963071	9960.079536	10284.72546	7812.881631	10002.38061	11883.80371	12031.1639	12238.36898	20976.25619	13304.01075	20022.82345	10232.24098	7979.403	11053.40654	12916.71857	8101.054619	9658.850345	11353.38898	13304.01075	9290.423452	9618.734405	9748.893976	11053.40654	14683.97905	10370.10792	6402.890702	7110.485155	5409.503524	14683.97905	11728.52837	11796.00226	10086.88298	12753.34495	14416.83657	4701.020429
birA	1323.873501	1327.383002	1168.459295	1810.348512	623.7410667	1210.734861	1168.459295	1213.550411	1069.512367	1305.134917	1608.336562	1402.969267	1851.734536	2567.930155	1491.004732	1108.492382	1325.418295	2588.921119	1499.796275	1424.633202	2305.690024	1452.448279	1447.075655	1226.5415	1585.254242	1430.954938	1417.465655	1292.72372	1358.187317	1481.86988	1158.991335	1698.961679	2038.875262	1227.643652	814.3978512	2016.449417	1125.774994	1487.021102	1184.72903	1402.969267	2481.71225	1164.153946
bisC	516.200456	550.7127238	483.2316702	626.0457179	392.1703298	416.1313774	435.7335274	489.0006667	465.0409321	437.775794	608.5874929	763.202775	531.0348274	995.4746893	636.899581	508.6775393	807.2974964	743.8048881	516.200456	628.7743607	616.8484202	493.0486321	502.7766869	543.9588381	583.4465429	485.6526143	633.0991345	566.629656	512.7059774	495.475625	508.6775393	531.8459667	482.4636131	419.2605345	909.260281	536.0043345	507.8252679	588.6283679	489.6225321	605.4973429	752.4777655	777.185981
blc	384.758844	394.064331	734.7582952	2078.295929	1278.50786	321.9150155	1406.946217	637.6524274	800.0108286	982.3758881	316.8884893	1112.807039	559.3860119	255.8937548	519.61855	634.1118643	569.4574548	902.046494	1227.643652	477.5292214	1424.633202	512.183281	843.4072048	962.5186679	571.9291917	792.5287	550.7127238	788.9136762	672.8533893	497.8681679	399.9882976	560.0882964	532.251525	668.1766381	2007.466024	233.3734357	810.2106143	563.1939643	334.8296738	243.7193464	864.1170429	571.2916155
blr	427.7051524	424.6721702	458.3035702	257.7646857	398.6949821	301.4267571	339.7866786	422.7719071	451.5600167	628.0369238	802.1393988	673.8415619	512.7059774	678.2885167	424.6721702	725.2659321	306.5850619	477.5292214	320.2736298	351.1473238	221.082194	321.2782786	377.4952702	372.0944607	641.1035	246.6881786	408.435281	467.4768214	453.4155631	504.0575976	552.9344976	285.7058429	465.8886548	706.6476083	253.7188238	632.2126881	498.6038762	397.9113048	683.403631	716.6802226	621.5658464	272.3779548
bolA	1580.357758	1638.599655	3745.031619	11228.97151	2812.1205	1838.460321	5344.276595	2526.586202	1483.271254	2817.633988	1452.448279	3523.638131	1847.04808	2058.797833	2419.300857	2209.934583	2443.872429	1915.828893	5578.398143	2395.055298	4003.300548	2719.198202	3753.04625	3379.511929	2984.795583	3159.91956	2931.182298	3002.407738	2827.96931	2030.240917	5169.304738	2160.612143	1977.811071	4565.781155	8304.712262	1825.697214	3611.345405	2173.703024	2683.664048	2246.56275	10284.72546	3301.701976
borD	6.611183381	10.70190218	11.63590331	9.279685917	11.00253077	12.91191055	9.790354333	12.47868802	10.0888937	8.190293524	8.945735143	9.904793464	9.454078714	6.623727893	8.496720524	9.604329452	9.434988762	7.927641369	12.13881754	11.0223656	13.95908956	9.434988762	14.17902289	8.753700262	14.11025863	10.48576949	15.60640674	9.279685917	12.2107529	12.75979686	9.108093321	12.6420884	10.03264179	12.93187519	9.2979085	14.11025863	6.548482619	12.28545524	7.263798333	11.1774434	11.77761255	15.57969568
brnQ	685.4704202	694.368631	937.6273	1356.481025	4015.513619	2066.703905	1217.158187	1037.963945	1098.529558	4451.612214	380.679456	305.9828202	500.7554893	664.7543631	1134.882744	961.2994964	1918.385381	2544.993667	496.1189738	1014.238679	636.899581	719.5424702	924.0417821	735.820519	1076.116887	1101.055306	463.6858762	638.4667333	589.5201143	874.5017857	1507.429595	11228.97151	748.4649976	5052.832286	1133.685693	1601.63589	997.4326262	1047.312592	1583.197327	1108.492382	332.5419667	1520.102975
btuB	1601.63589	1823.150744	1503.344506	625.2500845	1971.273429	2013.369036	682.3451071	950.3255786	1124.514923	414.8782369	1549.252688	843.4072048	1805.664262	1039.189915	1323.873501	3133.867048	1495.38629	1273.23161	646.4691798	917.973244	843.4072048	859.4827488	2138.145238	1122.855848	820.9617381	1801.693702	1390.509214	915.6331488	1137.691405	1401.34319	885.6295667	900.9561393	2443.872429	537.566069	518.7590321	798.1271631	1710.16535	1103.412468	1567.618949	2339.294988	586.190206	1405.055854
btuC	520.4056667	506.4648357	313.3903976	196.0409226	219.9487226	340.8732821	317.4694357	323.6966024	434.6631762	369.2307226	492.3298488	376.9060417	429.1213214	433.3664583	407.368469	416.752519	437.2831976	456.7724024	270.9735952	381.2420345	319.6597238	399.9882976	351.5654679	351.5654679	366.3933393	366.9494833	435.1973905	379.4233274	365.7504202	407.368469	298.4079476	298.8788131	539.1191202	253.147944	245.331625	866.1891833	504.8443143	474.7742262	378.3440357	522.5614798	387.0835952	327.7956952
btuD	1078.769685	1083.075142	1610.055438	3480.603679	1099.893045	1093.253429	1633.607312	1462.593629	1221.538088	1163.044107	1173.165546	1354.6875	1308.146257	1024.892113	1046.09409	1226.5415	1081.912887	965.2919786	2752.278286	1665.1465	2249.877976	1891.289	1168.459295	1651.197679	1206.331506	1024.892113	1059.292088	1327.383002	1428.044293	1191.281936	813.4146738	1009.402075	1388.505504	1910.927952	1838.460321	950.3255786	1112.807039	1206.331506	772.2403071	786.1828798	1406.946217	711.1661488
btuE	1578.580015	1651.197679	3233.343821	7110.485155	2128.460179	1865.76925	3022.313131	2609.320512	1985.333821	1915.828893	1541.806927	1882.621371	1965.717	1356.481025	1723.228119	1907.70694	1982.564032	1364.489688	4874.918762	2216.638929	3355.30506	2619.934393	2391.759667	2951.074107	2285.089179	2122.411167	1642.955893	2081.563	2419.300857	1925.847012	1526.058767	1949.227833	2259.877595	3917.0645	3127.827036	1083.075142	1898.68881	2163.910012	1171.781936	1239.95629	1887.958048	1093.253429
btuF	900.9561393	932.4328583	965.2919786	534.7995333	1915.828893	1003.786473	1250.99227	922.5253048	2110.021964	1345.761724	852.5583083	1184.72903	802.1393988	977.5692417	987.7499345	880.6584905	988.994206	1577.359276	949.402619	1057.739925	779.0991548	1235.267261	865.1291452	993.4030917	1311.777826	1173.165546	1057.739925	710.4094619	997.4326262	991.3338607	744.8750595	1014.238679	1061.85992	908.4316798	587.8323857	1054.807107	867.2922131	975.1737083	1004.750858	669.0611702	1405.055854	1053.581999
btuR	963.638144	1007.076024	768.2081393	624.5136274	1081.912887	1284.104481	649.526431	1075.044544	827.5210321	718.4911083	845.5481012	496.9225786	779.0991548	1169.666712	1121.203461	825.0486738	1349.294199	1110.226707	904.4074881	1089.12097	732.8044238	957.1492655	1428.044293	982.3758881	939.9047238	825.0486738	958.4875262	979.821706	900.9561393	824.2022179	880.6584905	676.4472083	801.3028976	955.9662524	687.9775536	833.7872917	1041.9884	884.8851619	749.5061929	1350.783017	924.0417821	770.2371881
cadA	56.62694964	49.21923988	46.88119619	56.42336119	60.79801095	51.66670881	80.60467917	43.23390393	68.12456548	52.50308869	54.52269595	49.64700024	41.24748571	88.47648036	60.05375155	55.55495821	58.22301548	87.76987964	46.82200524	55.55495821	75.43220929	53.29110001	60.91863714	57.16737012	155.6667732	76.16776512	65.33617679	42.72443429	50.89750036	47.0231144	49.87899548	80.15566774	53.6334894	70.64088286	55.3837231	74.2441444	53.55788048	52.29370155	84.83401798	49.64700024	60.23272476	71.33826952
cadB	20.05186398	22.73516142	25.40730833	27.13856277	28.52929808	27.80631643	29.18480062	21.89777031	31.19212702	36.27531583	26.07404381	29.18480062	25.67328356	35.84422976	22.99036863	37.21841655	20.39623627	48.7660256	29.53376452	19.42918351	32.44125819	29.9389375	26.73081702	28.24521643	18.26793367	18.61736431	23.82411431	28.47332155	30.44544607	30.55023702	26.83924714	58.33240083	24.42247894	68.506595	23.64337468	31.73057012	33.63395393	25.35889214	25.51151346	26.34701881	24.00552045	43.47609179
cadC	34.01027333	30.50264476	86.0734356	66.14154405	80.01909369	61.76784536	91.01259179	46.35995	72.97303167	43.11544429	47.15113107	21.81698789	32.38506143	30.23855095	53.74811071	19.16902508	47.89627798	68.74761048	53.0450781	51.57408393	25.06104492	56.32578702	34.08074119	46.54178845	31.34887488	31.44783345	71.61854155	43.32167429	48.7660256	42.63206988	43.32167429	108.7872669	37.44083595	48.620235	82.9180975	26.34701881	68.36869726	72.70498857	35.84422976	32.93221774	50.99144869	85.01140286
caiA	85.15615286	82.46399643	69.36101131	59.21165952	100.2250661	74.87436679	95.02932083	51.99587	77.86914905	81.47071274	88.67267345	82.14673762	66.79033321	79.56721714	87.76987964	69.92016155	83.53098	119.7782171	48.7660256	73.12559143	58.78461631	76.25797143	60.05375155	55.3837231	76.25797143	49.94360119	67.87898929	75.88023714	64.31776571	71.87618833	86.23055988	74.67280131	82.14673762	53.39216952	88.47648036	75.27882345	85.15615286	68.74761048	83.53098	63.95713667	64.71715012	106.5325383
caiB	86.7846444	85.71397274	76.69515167	77.58539929	154.976293	84.37209452	146.4007271	96.75106405	111.8807968	126.8962663	137.8720581	106.5325383	85.85887143	192.532644	105.354923	98.21409988	123.2288398	173.8609298	65.9196594	100.4488138	97.00642976	86.7846444	56.13551298	60.05375155	114.9662467	54.52269595	99.77917583	92.52139857	84.4939519	103.2381371	75.88023714	103.45907	105.354923	71.47166798	140.5514763	193.4844155	142.3445193	91.51518607	159.2208594	91.69734405	214.7930107	189.3882048
caiC	93.36207107	90.25691655	88.30407143	65.46464702	130.7945935	65.22103774	114.9662467	76.16776512	101.9471194	82.14673762	153.7062752	116.5001376	95.90019095	106.2674212	100.6360135	104.1696045	92.29765135	155.2912575	48.99613476	80.01909369	88.80532024	82.30594333	49.81343512	52.58059536	92.29765135	51.08101107	116.8613525	91.69734405	86.0734356	104.4329852	75.00780452	71.98667845	90.25691655	60.23272476	95.2336425	159.5015693	140.328329	91.99834083	142.0339219	83.08896774	151.2774701	160.1263965
caiD	12.22707815	11.75951683	17.24832812	13.60333902	24.71328299	25.88114512	18.61736431	16.23164768	24.48207531	26.54804512	23.52827679	17.99794799	14.0395873	58.11174202	16.57362329	16.37380862	11.88710805	27.49752524	13.07052775	12.02620863	11.32201425	15.83707992	23.35394393	17.37430061	20.65872102	17.04098635	14.83171031	14.65239857	21.09239405	18.61736431	18.04894169	11.39516937	31.61387833	14.99737498	13.70325381	50.00718036	26.17919393	14.23506487	26.497595	15.22274258	23.76998994	24.82372674
caiE	40.94976702	29.59898881	33.81801548	42.87683238	44.79262488	48.99613476	45.03360476	40.39680119	44.96711714	40.59185167	44.72391226	55.47050071	51.08101107	133.5717181	33.87507583	59.5485081	42.28960738	67.06490655	37.36482095	47.72012786	43.02837357	59.7466925	48.39203071	39.74120726	40.46459833	34.4160494	55.3837231	35.54544488	40.12286012	48.53860476	49.11478333	36.02168	57.60150155	38.05113583	44.56941155	88.67267345	54.32495762	32.60813381	69.92016155	39.16919036	66.44865417	46.46461667
caiF	350.6557202	375.0540012	256.2857131	182.5769737	166.9314652	282.8040833	302.0661726	204.588569	472.9822369	111.1704986	373.7329417	594.6562274	335.3378393	340.8732821	414.8782369	383.240519	336.4972274	568.62005	140.0822605	174.2283788	232.2533774	368.7370238	329.5620083	368.1111917	220.7121119	329.5620083	463.0861464	291.0177429	392.1703298	461.4718167	548.7944869	94.43119214	337.058494	133.5717181	340.8732821	299.3184429	289.1013649	325.746619	360.1773714	132.5073768	522.5614798	250.5020662
caiT	45.25296679	54.03163643	33.36621726	29.97965762	34.49489226	38.40567345	36.76017298	47.22692964	28.79989774	37.49023226	40.39680119	45.43116107	44.87908369	39.0515392	44.12352381	42.13937214	40.94976702	45.17668333	28.62119345	39.98329738	39.23412393	38.5292619	37.49023226	29.78426395	22.50832289	37.29718619	39.0515392	43.23390393	38.61993905	40.32750131	42.72443429	41.04747011	32.69900238	29.53376452	36.62268024	38.17009125	23.69023564	36.62268024	38.80425488	38.17009125	34.85244012	39.31058714
can	8406.904524	8304.712262	8225.013619	10826.06077	23681.36881	12031.1639	16169.29071	6498.14544	15067.68857	18654.13798	6650.116714	7563.77506	8101.054619	7920.338726	12831.78439	8046.122548	12397.72225	12831.78439	17751.45738	16294.66071	9576.37806	10777.50554	7014.289321	11656.88727	7891.545583	16294.66071	6944.138952	11728.52837	9536.048952	6870.904631	11409.18314	14577.64448	8444.271226	5766.85456	3736.349905	3516.778595	4281.283333	6267.713274	8337.962631	7258.36544	6341.176214	4998.989786
carA	10949.8545	11053.40654	4786.72744	3745.031619	5462.253917	8568.896381	7431.28756	8366.794869	12238.36898	4143.603167	7077.18475	6787.711833	6057.065833	9870.956488	7952.552298	4463.143679	7392.489393	6133.65981	5374.063667	8568.896381	8304.712262	11353.38898	5307.691952	8251.430464	2383.45731	5664.918024	7833.788381	8406.904524	11053.40654	13473.99963	5028.833345	3860.683738	7661.781667	1885.638643	4646.5025	5444.442536	5524.69725	8337.962631	3323.168774	6232.43094	5818.342393	3985.208702
