ID_REF	Parent strain_rep1	Parent strain_rep2	Cefoperazone (CPZ) resistant strain_Line1	Cefoperazone (CPZ) resistant strain_Line2	Cefoperazone (CPZ) resistant strain_Line3	Cefoperazone (CPZ) resistant strain_Line4	Cefixime (CFIX) resistant strain_Line1	Cefixime (CFIX) resistant strain_Line2	Cefixime (CFIX) resistant strain_Line3	Cefixime (CFIX) resistant strain_Line4	Amikacin (AMK) resistant strain_Line1	Amikacin (AMK) resistant strain_Line2	Amikacin (AMK) resistant strain_Line3	Amikacin (AMK) resistant strain_Line4	Neomycin (NM) resistant strain_Line1	Neomycin (NM) resistant strain_Line2	Neomycin (NM) resistant strain_Line3	Neomycin (NM) resistant strain_Line4	Doxycycline (DOXY) resistant strain_Line1	Doxycycline (DOXY) resistant strain_Line2	Doxycycline (DOXY) resistant strain_Line3	Doxycycline (DOXY) resistant strain_Line4	Chloramphenicol (CP) resistant strain_Line1	Chloramphenicol (CP) resistant strain_Line2	Chloramphenicol (CP) resistant strain_Line3	Chloramphenicol (CP) resistant strain_Line4	Azithromycin (AZM) resistant strain_Line1	Azithromycin (AZM) resistant strain_Line2	Azithromycin (AZM) resistant strain_Line3	Azithromycin (AZM) resistant strain_Line4	Trimethoprim (TP) resistant strain_Line1	Trimethoprim (TP) resistant strain_Line2	Trimethoprim (TP) resistant strain_Line3	Trimethoprim (TP) resistant strain_Line4	Enoxacin (ENX) resistant strain_Line1	Enoxacin (ENX) resistant strain_Line2	Enoxacin (ENX) resistant strain_Line3	Enoxacin (ENX) resistant strain_Line4	Ciprofloxacin (CPFX) resistant strain_Line1	Ciprofloxacin (CPFX) resistant strain_Line2	Ciprofloxacin (CPFX) resistant strain_Line3	Ciprofloxacin (CPFX) resistant strain_Line4
aspC	8280.465393	8194.727964	5593.738726	3278.7705	3790.36975	5421.946786	4015.513619	9095.074917	8817.038571	5169.304738	9870.956488	10777.50554	13894.63317	11353.38898	9363.22475	6248.800464	9658.850345	6853.071726	9290.423452	9536.048952	7014.289321	8508.119345	7041.367095	8225.013619	7284.854155	7979.403	7207.451024	7563.77506	8601.851095	7585.758476	5344.276595	5245.067286	11409.18314	7159.1415	2205.442357	7284.854155	6712.89219	7207.451024	6212.421631	7460.597702	10728.14745	3233.343821
aspS	3894.504071	4015.513619	2827.96931	1896.477845	3457.095988	3064.735774	2837.750429	3379.511929	3155.199202	2848.721524	3694.762238	2957.461321	3736.349905	3717.937464	4025.444464	3501.928405	3217.785262	3122.237702	2464.820524	3634.407083	3265.42794	3337.491131	2800.956381	2343.030012	3676.700381	2443.872429	4102.645345	3265.42794	3127.827036	3968.447214	3668.673071	2921.14656	3330.763369	2501.61575	2864.138238	3917.0645	4416.375464	3301.701976	5737.462631	3127.827036	2229.296774	3894.504071
aspT	80102.4	78260.29393	65861.75167	33284.18381	78260.29393	58171.19476	55477.56119	44501.73512	57516.6025	64131.33024	51402.1531	74111.24774	52035.02345	41665.28381	38177.58929	47505.99952	44969.095	49548.63155	49548.63155	49028.13202	49028.13202	50840.21929	57516.6025	52529.93202	49028.13202	53797.98679	61963.61274	60037.45286	65861.75167	60690.89476	52035.02345	53797.98679	52529.93202	44969.095	66981.85905	61963.61274	60037.45286	51402.1531	62566.80631	68321.64405	58725.36702	94236.70381
aspU	76005.67131	76005.67131	61963.61274	32147.12536	76005.67131	56088.21524	51402.1531	42613.9756	55477.56119	61311.12071	53192.86548	69853.60893	53192.86548	43107.59405	38635.50298	49028.13202	42112.93	50840.21929	47994.12905	47994.12905	50210.71095	50210.71095	55477.56119	49548.63155	47505.99952	53192.86548	60690.89476	58171.19476	63378.26952	58725.36702	50840.21929	49548.63155	50840.21929	43994.59143	68321.64405	61311.12071	58725.36702	50840.21929	61963.61274	65861.75167	58171.19476	91547.52631
aspV	78260.29393	82531.46274	64131.33024	34973.75774	80102.4	57516.6025	53797.98679	43548.43714	58725.36702	62566.80631	50840.21929	72405.24976	54455.05774	43548.43714	38999.28917	49548.63155	44501.73512	51402.1531	52035.02345	50840.21929	48456.44286	53192.86548	56088.21524	53192.86548	50210.71095	54455.05774	63378.26952	61311.12071	65005.63155	61963.61274	54455.05774	53192.86548	53797.98679	46604.36036	76005.67131	64131.33024	60690.89476	52529.93202	65861.75167	74111.24774	57516.6025	97847.71036
asr	321.9150155	315.1988964	798.1271631	951.5174833	5110.169452	37334.02738	1132.51842	415.3878702	297.4197369	49548.63155	93.20385357	145.2243306	291.6035321	110.9543819	752.4777655	282.8040833	842.3970167	641.8946488	905.4507929	1231.107608	283.6807583	1628.96625	228.6641524	360.1773714	174.2283788	440.4553179	217.110994	221.7831667	363.9062238	233.0717429	947.1421024	185889.1881	138.6760893	132300.118	167.6758861	87.76987964	300.9730905	504.8443143	642.8786071	297.9267333	1078.769685	224.1653417
astA	32.38506143	30.15523881	52.58059536	123.6890492	65.55483726	31.30000512	56.8676875	68.8765075	33.10854548	36.55757155	33.56951821	30.77620338	79.71770738	34.35049587	25.25065232	34.98842548	26.40149571	21.31770849	128.1693094	36.02168	41.66378786	46.9482494	33.76002717	38.17009125	51.93152345	62.36882619	47.0231144	50.20664595	50.6482194	70.90424595	66.14154405	52.40131381	60.56456881	69.36101131	46.62150607	33.21662774	53.6334894	33.76002717	34.01027333	28.90596276	34.4160494	30.66086893
astB	55.04819393	52.58059536	67.19702667	113.185661	76.99176286	53.21495893	71.70577298	91.99834083	60.91863714	51.75482024	71.98667845	64.5985144	85.15615286	85.15615286	55.04819393	54.94741679	49.11478333	59.94191583	130.7945935	60.46592857	78.18240429	72.70498857	55.66540536	54.11015619	73.41087738	67.33380554	60.91863714	57.6793494	57.50565786	87.59648	74.87436679	70.7422919	71.47166798	80.60467917	66.92289869	82.30594333	65.9196594	58.33240083	54.24280786	55.23297655	67.74720702	57.50565786
astC	40.12286012	35.76621369	59.62182163	133.9072789	67.60926595	31.51370262	56.03106571	75.61157143	36.9011419	43.70489619	32.60813381	40.72608857	94.61213214	31.85748012	27.49752524	31.10331024	28.85880902	17.12741325	146.7155218	46.62150607	42.80544893	51.42326952	38.5292619	38.92590536	48.620235	67.46526095	41.24748571	46.21699048	55.66540536	82.30594333	84.00474	64.5985144	67.87898929	78.4885694	46.14542512	35.9004556	50.29355131	34.85244012	36.15248345	30.15523881	27.80631643	39.23412393
astD	32.65077476	31.85748012	68.8765075	108.3170989	72.11919226	46.01088952	64.31776571	78.8204419	49.81343512	47.15113107	50.46468274	53.29110001	86.7846444	47.32968345	46.46461667	61.34413988	45.84873095	34.79347655	123.8835432	48.71114643	55.47050071	60.56456881	52.58059536	53.39216952	70.90424595	83.24756857	55.95823429	62.81758595	52.40131381	76.82249214	71.15485464	65.55483726	64.23279405	75.88023714	54.85221643	41.66378786	59.21165952	58.96561619	42.87683238	38.61993905	56.32578702	54.68283595
astE	38.98707881	37.985235	85.71397274	136.7771714	96.08074857	51.15163405	76.69515167	93.78021929	55.85040071	44.96711714	62.81758595	61.99582631	128.6478807	93.02949631	37.6330106	84.00474	35.16497405	35.48940607	178.1362612	39.85648536	64.08604869	69.5269831	48.29391631	45.17668333	64.23279405	78.02443036	55.47050071	54.58630179	73.12559143	132.7928486	89.39530774	62.70501226	94.43119214	117.3088474	56.42336119	53.45937536	71.47166798	55.3837231	34.08074119	37.56924821	66.79033321	45.84873095
atoA	13.70325381	17.3063881	8.801262607	10.1083379	9.143663619	10.03264179	8.074936405	8.092783893	11.59514294	8.167158845	10.80328849	10.70190218	10.56677637	12.88802074	11.81729899	5.578723774	7.141653952	8.980132024	9.15794675	6.477371286	8.002539952	8.535323202	11.67526077	9.72540475	19.38808996	5.691692762	7.840216083	5.837115333	12.74887648	5.972327833	11.98799556	15.19586168	10.06846037	10.8212323	9.473797738	8.675373202	7.375974012	7.164168083	5.814049393	10.6590065	9.524874226	6.813153393
atoB	45.03360476	37.36482095	46.62150607	45.5884481	46.06803024	58.02763845	45.17668333	42.07778214	54.85221643	48.05767095	42.72443429	40.46459833	45.25296679	76.82249214	60.99974643	42.63206988	60.91863714	54.68283595	58.87121857	54.58630179	54.58630179	52.50308869	48.82773536	46.35995	55.95823429	66.56036964	40.874155	42.07778214	51.99587	48.05767095	43.40186798	109.3124102	48.71114643	111.8807968	36.02168	55.85040071	35.54544488	38.05113583	49.81343512	42.54870012	60.05375155	32.49548012
atoC	103.45907	102.137185	118.9272995	105.8665633	98.46077833	94.43119214	94.78047095	113.4655389	88.47648036	77.29175167	75.00780452	93.36207107	80.60467917	85.01140286	107.1790092	104.9171685	102.3925931	86.59471869	99.95451774	84.00474	81.78765429	94.61213214	84.4939519	106.5325383	107.9116761	82.62091643	96.30771012	97.6503481	103.6657856	88.67267345	101.535175	83.37779298	92.79007405	89.2088881	62.36882619	55.95823429	88.80532024	107.6960744	91.2703275	76.3864025	90.04031619	67.99938476
atoD	25.88114512	22.42267824	15.46045968	19.57055696	16.77371707	23.35394393	19.9711466	20.09125523	18.68716458	20.6179053	20.55526177	25.7889752	24.56758635	24.75461107	24.23315857	23.82411431	18.86721002	22.73516142	17.5589199	19.13454446	13.45782335	25.01302425	20.55526177	21.63577213	21.60597004	17.0989798	20.48100506	24.00552045	21.05741889	20.79428787	30.60782083	14.78653518	21.17314317	27.18119905	18.9041815	22.73516142	19.13454446	17.48190261	13.75286971	19.42918351	20.44114733	26.17919393
atoE	19.73102126	20.27923013	15.97679062	18.16256911	15.16264723	15.50306744	16.03131856	14.91579456	9.501100631	15.57969568	20.36579813	19.68933535	17.27134199	22.73516142	19.59791635	11.39516937	13.72642414	18.77756999	21.28594421	15.35840946	11.1195846	8.801262607	17.00785136	14.36013626	12.43573615	13.89122526	14.63299174	15.7990969	10.75783702	9.72540475	8.783495583	8.90616506	16.428928	10.44219768	18.36836233	20.85912661	11.28113246	18.16256911	7.065945548	9.848827119	21.72372452	14.01153438
atoS	54.17775655	51.57408393	53.39216952	62.81758595	60.99974643	43.96786583	53.14046274	64.71715012	55.04819393	51.57408393	42.50253488	41.81750979	40.12286012	55.47050071	51.49632429	37.0273075	61.4865425	44.79262488	58.33240083	48.53860476	50.72173917	47.63819393	47.54724917	67.74720702	63.95713667	61.4865425	58.02763845	59.62182163	59.21165952	52.20586965	69.12625024	42.28960738	61.0901675	50.99144869	47.97071536	50.55373	55.66540536	67.60926595	52.20586965	40.19369071	62.60181488	52.9667506
atpA	30631.19417	31001.42131	19484.675	17668.34286	23469.65095	21122.44214	26680.96726	20022.82345	38177.58929	21662.41571	46604.36036	42112.93	37717.7725	19717.30119	28433.57631	34079.49333	30359.6206	22590.99857	16408.7331	25813.47202	19717.30119	25133.7125	18482.7756	24153.17274	37334.02738	24153.17274	35343.28821	29265.35643	32640.88595	33689.6456	24797.68214	52529.93202	36882.30274	50210.71095	18337.13952	39443.86357	34705.16774	31699.82321	29793.86012	18654.13798	26277.9144	29265.35643
atpB	19095.39214	19359.41964	20350.20726	12031.1639	14864.88607	16085.88429	19359.41964	15708.92845	23469.65095	17182.88667	26680.96726	28127.2825	24153.17274	7460.597702	21812.20571	22228.8294	18973.1231	12916.71857	10728.14745	17182.88667	13894.63317	17751.45738	12916.71857	17078.29571	23111.92286	17539.55607	22429.45988	18811.74631	23258.70143	25133.7125	17182.88667	38999.28917	21946.07405	38635.50298	13054.73557	30359.6206	20667.04452	17751.45738	16865.18143	12678.6553	11280.73129	21122.44214
atpC	15180.56179	15598.07048	9319.229821	9023.048226	10679.75518	10479.57999	15854.04369	8075.793595	19861.46714	11656.88727	22069.7194	22590.99857	18811.74631	11409.18314	20350.20726	16956.29833	13545.44664	12080.33225	9095.074917	15486.04774	11114.01036	14161.48169	9095.074917	11166.85574	17539.55607	6381.695512	21662.41571	14258.42282	16534.86	17961.99631	12916.71857	28700.67714	17443.30512	24153.17274	10777.50554	20821.96571	16534.86	17336.29393	14683.97905	9453.547226	19243.30536	16534.86
atpD	20526.31845	21292.75476	13894.63317	11968.10195	19599.81869	16593.23857	17668.34286	11560.1759	26485.97881	14086.34594	33689.6456	32147.12536	31001.42131	18482.7756	27683.25167	28127.2825	23469.65095	19484.675	12606.97108	19599.81869	16085.88429	19599.81869	15180.56179	17182.88667	22739.33012	10580.92251	27414.9181	17850.84333	22895.8906	23469.65095	18654.13798	34705.16774	24797.68214	30359.6206	13894.63317	27935.35607	23920.28548	22429.45988	23681.36881	14683.97905	24153.17274	21292.75476
atpE	52529.93202	55022.35476	49548.63155	34079.49333	38177.58929	35760.9331	47994.12905	43107.59405	55022.35476	40838.83286	78260.29393	58171.19476	63378.26952	16593.23857	49028.13202	56088.21524	58171.19476	38177.58929	29002.64738	38177.58929	35760.9331	39443.86357	21292.75476	44969.095	61311.12071	46604.36036	58725.36702	50210.71095	55022.35476	52529.93202	48456.44286	85484.49738	57516.6025	71230.02631	31699.82321	56808.82607	52529.93202	49028.13202	44969.095	28433.57631	29265.35643	42112.93
atpF	20976.25619	20821.96571	19243.30536	12678.6553	17850.84333	15486.04774	21662.41571	17182.88667	28433.57631	16408.7331	28700.67714	28700.67714	24993.47333	9576.37806	24565.10917	25133.7125	21292.75476	15964.77143	11053.40654	18207.21833	16169.29071	18207.21833	12397.72225	19717.30119	26081.40226	19484.675	26974.43107	23681.36881	22228.8294	25620.14679	21465.27393	43107.59405	25813.47202	41236.65333	14258.42282	32147.12536	24153.17274	23469.65095	20526.31845	13545.44664	15388.26702	22069.7194
atpG	16741.22083	16085.88429	8987.317	7060.509619	12317.86379	10679.75518	13239.10199	8542.12269	21946.07405	10532.41636	22895.8906	23258.70143	20526.31845	8075.793595	20022.82345	21122.44214	17443.30512	12606.97108	8075.793595	15289.07976	12510.01429	14498.84952	9748.893976	13239.10199	16534.86	9493.76575	19095.39214	13304.01075	15598.07048	17443.30512	14498.84952	24797.68214	18482.7756	21946.07405	10086.88298	15598.07048	16956.29833	16956.29833	15964.77143	9409.628024	11506.60318	16741.22083
atpH	42112.93	41665.28381	31419.94571	25813.47202	29482.92738	26680.96726	34705.16774	29793.86012	50210.71095	29002.64738	58725.36702	50840.21929	47994.12905	20184.64583	44969.095	42613.9756	43548.43714	31419.94571	21122.44214	30359.6206	26680.96726	31699.82321	25133.7125	37717.7725	56808.82607	35343.28821	40838.83286	34973.75774	38999.28917	38635.50298	34973.75774	74111.24774	49028.13202	64131.33024	22895.8906	46026.2256	43994.59143	41236.65333	35760.9331	21812.20571	33284.18381	34973.75774
atpI	6891.598964	6853.071726	5462.253917	2743.629345	3717.937464	3867.891262	4403.776012	4261.486738	5996.703214	4352.355369	7719.265488	8907.97669	6363.59406	5153.208786	4597.123464	5388.529369	4416.375464	3133.867048	2160.612143	3860.683738	4115.069952	4712.84256	2899.663786	4251.442512	7719.265488	4552.582929	6968.959464	4672.853298	6480.064726	7460.597702	4162.4325	8280.465393	6480.064726	9618.734405	3403.105881	8194.727964	6019.118155	5935.73294	4075.908917	4281.283333	6381.695512	5578.398143
avtA	2659.054071	2614.586429	2894.63044	2894.63044	3143.091417	2436.171905	2752.278286	2481.71225	2406.38431	2938.203202	3516.778595	1816.37393	2395.055298	3651.874643	3425.579548	2309.810738	2730.603321	2973.573452	4529.384012	3618.733226	2931.182298	3208.791595	2623.909917	2752.278286	3178.98519	3257.876905	2436.171905	3033.674714	2489.386798	3038.170036	2103.498107	1755.76919	2938.203202	1687.464789	2679.481119	4366.151821	3099.027607	3022.313131	3028.392321	3762.371083	2763.118262	3959.165893
azoR	670.6985012	646.4691798	441.7539107	363.9062238	490.3115214	508.6775393	416.1313774	557.9569536	524.6782595	373.1422512	384.758844	476.0775583	580.2249333	301.4267571	401.820344	658.148269	525.3591726	457.6617274	392.1703298	437.775794	643.8932321	478.9710155	631.4333786	466.8085905	520.4056667	437.2831976	703.0521714	454.8744298	651.4958667	536.7330607	456.2715071	394.064331	553.977894	382.1266714	297.9267333	364.5691274	565.7819726	566.629656	475.3042083	788.1982714	193.4844155	417.3595
bacA	2688.480202	2763.118262	1349.294199	773.3356798	1184.72903	1631.220476	959.6554226	1300.291654	2562.929095	1200.457276	1290.614146	1271.073395	1974.563917	1647.333939	1710.16535	1763.391881	1501.717708	1651.197679	2931.182298	1642.955893	1415.851523	1454.323575	6563.257583	3947.688345	1292.72372	4846.564774	1748.872893	1434.811649	1818.531523	1988.435702	1907.70694	2513.687857	1310.195714	2019.397167	1008.258031	1949.227833	1418.96063	1478.070468	1968.404345	5169.304738	1021.157874	1493.222302
baeR	614.5123869	587.0105512	613.5240988	847.9572179	764.9173798	653.3166988	712.8669155	665.6621	517.1088524	659.1050714	611.6618179	471.4922655	509.3327833	611.033856	768.2081393	629.6883655	896.3024357	564.8252024	766.9553786	701.2061071	701.2061071	679.7797024	814.3978512	764.0537274	867.2922131	754.1449774	584.1455155	693.3933595	594.6562274	633.0991345	654.2975845	586.190206	587.8323857	638.4667333	526.0479607	631.4333786	536.0043345	664.7543631	527.5191155	583.4465429	700.5429762	587.0105512
baeS	155.2912575	153.7062752	137.6157489	159.5015693	112.1979793	150.4663745	130.3067845	133.0284248	136.5149118	136.5149118	120.4976994	127.1705385	125.3098723	76.3864025	128.1693094	126.1932283	138.9766356	124.3679744	149.9415118	116.8613525	128.6478807	118.9272995	137.6157489	125.3098723	157.6470846	128.6478807	142.3445193	121.208833	124.1065855	109.5981025	129.4993794	148.1697037	119.7782171	130.0144658	111.3981643	94.05936964	116.5001376	134.7560971	129.4993794	101.9471194	95.02932083	124.6195163
barA	333.083944	360.1773714	262.1705524	196.7141429	297.4197369	329.5620083	288.18745	346.7754726	386.3963548	304.8538988	279.7237881	326.6808321	333.5371405	511.373544	316.3233119	306.5850619	303.6366655	278.2345583	297.4197369	378.3440357	274.2909012	365.7504202	240.932525	320.2736298	401.820344	281.8742345	399.340869	363.2021893	335.9025774	364.5691274	320.2736298	325.3284548	268.3488893	261.8307714	258.108106	429.1213214	360.8570262	479.7609048	349.4574095	417.3595	474.2414607	295.2795786
basR	249.1400226	239.0865524	226.4628881	387.0835952	486.309206	256.8495274	346.2871095	268.3488893	413.093381	482.4636131	249.1400226	317.4694357	250.9663083	259.5382381	241.3372964	232.2533774	309.575856	552.9344976	277.2672702	280.2223369	368.1111917	260.0295452	271.8118607	285.2297464	267.9074464	308.4296726	311.1657631	326.2154643	342.0347821	260.0295452	227.4967155	501.4195643	316.8884893	1499.796275	360.1773714	216.633631	286.2296417	328.8917905	196.3519023	202.3638988	178.4248065	282.4062571
basS	192.532644	193.1963155	162.1234224	204.2605726	289.5778667	181.5929368	263.1101071	190.4551207	299.3184429	311.1657631	131.8794429	199.2837952	173.8609298	199.2837952	177.2305274	154.6357277	200.4678464	383.9944155	177.4843975	193.1963155	266.0908798	162.1234224	149.9415118	181.5929368	164.9157658	188.4270988	213.8673464	197.5950929	222.9208238	168.745815	181.8601262	273.3373905	196.7141429	712.8669155	205.3488786	186.2136845	187.5723262	201.5963155	135.3327729	131.6246995	156.0203104	203.517669
bax	2201.231345	2220.4705	2049.178548	3046.680893	1563.489667	3002.407738	2055.618774	3417.125131	2837.750429	2289.855107	1937.420476	2010.196714	1830.810702	1244.766108	1910.927952	1575.236345	1483.271254	1347.3735	4516.469702	2921.14656	1743.867071	2256.451	2597.807012	3173.36006	3480.603679	3572.17569	1921.154333	2246.56275	3165.666095	2313.219107	4327.26081	3345.553631	2422.722262	6606.753238	3968.447214	2628.76125	1960.19875	1931.496155	2531.349262	1748.872893	1284.104481	2676.005643
bcp	5557.169821	5610.09606	5488.570845	5275.567071	7979.403	5752.314798	5474.583131	5183.52525	4586.052405	4729.20744	4066.666024	6095.535095	5065.120845	3217.785262	5818.342393	6915.819214	8159.930048	4314.382869	6113.947464	5028.833345	5737.462631	5139.955798	5524.69725	6036.942393	5935.73294	6583.332012	5696.712429	6402.890702	5818.342393	4281.283333	5752.314798	4046.488238	6194.211202	6650.116714	2984.795583	2436.171905	4597.123464	4971.605952	5421.946786	6057.065833	4586.052405	3661.642107
bcr	1212.174029	1158.991335	928.4505274	1371.518455	445.5433238	948.3054881	1653.571179	1101.055306	1243.280298	1422.864725	2019.397167	768.2081393	1111.462511	1097.396242	1001.453775	1112.807039	978.7452619	1243.280298	710.4094619	1032.849752	1237.03309	1158.991335	840.270981	701.2061071	1405.055854	1126.88178	1125.774994	1126.88178	1018.818199	1237.03309	1163.044107	1311.777826	1059.292088	1437.591367	1275.750544	2506.435655	1464.336798	1110.226707	1599.396225	1898.68881	1147.417594	1651.197679
bcsA	63.20497202	61.34413988	56.03106571	79.1132769	57.07425774	53.29110001	78.4885694	61.89084857	63.11406738	58.87121857	122.4495394	89.39530774	63.20497202	54.7503356	60.46592857	56.32578702	62.36882619	70.35277143	78.97761369	63.95713667	78.31488583	73.41087738	42.80544893	63.20497202	71.33826952	53.83745405	65.46464702	69.0129556	70.64088286	61.99582631	59.21165952	43.32167429	39.74120726	45.03360476	69.36101131	170.0881649	74.38982726	69.25537381	91.51518607	60.23272476	90.45392845	86.41205369
bcsB	95.6934425	93.56687762	65.78526548	99.95451774	78.18240429	89.72160202	84.23802976	70.05993798	76.51006024	67.60926595	86.7846444	120.4976994	78.8204419	68.74761048	91.2703275	63.30134786	83.67505583	87.37449024	96.08074857	89.2088881	94.78047095	106.2674212	72.27705512	81.12495496	84.66218262	79.56721714	94.43119214	92.79007405	102.8137135	82.78077548	92.79007405	73.41087738	62.36882619	58.78461631	78.8204419	103.9296749	89.2088881	110.4976935	110.0836761	80.47672583	94.05936964	91.82962821
bcsC	143.2164082	145.874041	124.8511511	149.0632938	136.7771714	127.446544	137.8720581	119.7782171	124.3679744	107.4220468	155.6667732	212.2160988	114.9662467	247.4217786	123.6890492	110.2815223	140.5514763	123.4349787	157.3312065	156.0203104	151.0053329	198.2238726	95.2336425	134.7560971	140.328329	127.9175462	117.7773724	128.6478807	135.937782	141.6297086	112.6584489	141.6297086	99.16117214	147.5443723	120.2612226	121.9292007	126.1932283	144.900996	130.0144658	98.03122381	210.0848405	131.8794429
bcsE	1138.751426	1103.412468	1298.311388	1882.621371	1443.933839	849.1610679	1473.578101	1410.415587	1108.492382	1151.843821	1524.091101	2163.910012	1454.323575	961.2994964	1137.691405	1147.417594	1105.865105	1047.312592	2138.145238	1224.675267	1417.465655	1237.03309	912.0379155	1538.077154	1406.946217	1053.581999	1547.492401	1450.881917	1645.249021	1194.703485	803.948175	825.0486738	958.4875262	1252.712881	1217.158187	1350.783017	1907.70694	1918.385381	1361.498543	1371.518455	2007.466024	1507.429595
bcsF	2007.466024	1999.533119	1996.9295	2343.030012	2081.563	1256.004251	2209.934583	2259.877595	1642.955893	1533.924311	1968.404345	3337.491131	2135.186	1280.074593	1887.958048	1583.197327	1751.072619	1956.881405	3286.466369	1755.76919	1996.9295	2051.88494	1430.954938	2321.239119	2422.722262	1513.787638	2016.449417	2072.795095	2353.079202	1624.391857	1429.147599	1310.195714	1428.044293	2007.466024	1617.348975	1254.61409	2439.378119	2676.005643	1838.460321	2007.466024	2848.721524	1925.847012
bcsG	788.1982714	850.4083476	707.6707429	778.1313845	720.7007345	590.947281	706.6476083	650.3443536	642.8786071	623.7410667	805.0527155	1322.376621	754.1449774	457.6617274	742.8577762	802.1393988	641.1035	611.033856	871.4780524	711.1661488	687.9775536	818.7477298	460.6888452	697.0729976	645.7178417	512.183281	877.8178298	786.1828798	933.7251774	656.08275	489.0006667	542.7248964	541.8738929	657.3591321	488.2806262	511.373544	831.4933083	845.5481012	851.408231	658.148269	684.1426631	771.3485274
bcsZ	57.91455964	61.64806869	57.60150155	78.97761369	62.48289929	63.5694444	75.75274095	59.94191583	72.11919226	66.14154405	69.64363833	99.77917583	56.13551298	60.91863714	69.64363833	57.07425774	70.64088286	81.9834069	99.34359833	75.88023714	72.70498857	99.95451774	57.28092488	71.70577298	67.99938476	55.66540536	66.44865417	64.71715012	91.2703275	67.19702667	56.32578702	63.70230071	46.21699048	56.94954107	63.95713667	83.67505583	74.67280131	80.60467917	80.15566774	70.7422919	87.37449024	84.00474
bdm	366.3933393	354.3991536	2403.610012	10328.74989	2249.877976	1286.858123	1397.788025	1275.750544	1694.436	2236.854702	226.0377762	463.0861464	703.0521714	103.6657856	406.8991571	577.7039595	387.0835952	996.5807048	3642.057976	939.9047238	777.185981	1177.944507	1758.639405	6232.43094	506.4648357	1715.719623	260.0295452	569.4574548	1065.179986	351.5654679	1087.374574	658.148269	1758.639405	4586.052405	1068.168342	256.2857131	666.6267429	224.5730524	715.732306	552.9344976	330.5984917	284.6610488
betA	328.8917905	365.2201631	224.9998	261.8307714	253.147944	266.9163027	193.1963155	249.6406274	310.6603952	227.8696595	263.1101071	284.6610488	290.5794071	337.058494	228.6641524	295.2795786	182.5769737	200.4678464	220.7121119	252.2966012	310.6603952	291.6035321	212.2160988	264.5330595	287.7185869	244.1675286	265.0788012	213.8673464	240.0624095	251.4851417	458.3035702	242.0726976	288.6345631	204.588569	278.2345583	324.7278643	291.0177429	270.9735952	321.9150155	302.0661726	290.5794071	432.7571917
betB	570.3720036	586.190206	468.8119845	659.1050714	554.854044	486.309206	416.752519	568.62005	681.5353119	464.3580286	559.3860119	528.3899762	567.8910083	558.6087607	474.2414607	600.523575	325.3284548	376.9060417	501.4195643	502.1671726	698.6572631	523.9495726	526.0479607	591.8372679	641.8946488	580.2249333	582.4911274	590.2796095	474.7742262	514.234581	952.6549083	454.8744298	663.0862452	506.4648357	692.3993048	778.1313845	629.6883655	517.1088524	568.62005	702.1694119	577.7039595	834.89985
betI	437.775794	390.2206738	298.8788131	386.3963548	397.9113048	308.9581643	277.6982048	360.8570262	455.4735976	292.1138583	337.058494	425.8900619	372.489675	375.698325	331.2578821	424.6721702	239.6202798	281.8742345	362.5373345	391.6388976	443.8776679	333.5371405	327.2792929	360.8570262	407.368469	367.6186893	415.3878702	366.9494833	299.9292452	333.083944	602.4069655	381.2420345	431.2823417	322.444019	435.7335274	659.1050714	369.2307226	359.1862524	361.9539	434.6631762	360.8570262	584.1455155
betT	401.1771952	405.7271071	284.6610488	524.6782595	362.5373345	336.4972274	199.692424	459.9403869	366.9494833	265.5154714	339.7866786	495.475625	414.2999726	233.0717429	348.8331917	477.5292214	358.059025	277.2672702	352.0302845	435.7335274	464.3580286	460.6888452	186.2136845	385.8413071	493.6612905	319.6597238	322.444019	338.6744024	422.0163512	431.9385131	610.2872631	320.7515095	488.2806262	472.9822369	368.1111917	369.2307226	242.0726976	366.9494833	256.2857131	392.1703298	233.8049095	428.3247286
bfd	47.0231144	54.7503356	32.38506143	30.95131857	42.72443429	35.21754143	31.04994211	25.01302425	27.54300936	29.53376452	27.80631643	49.94360119	42.72443429	27.59094571	30.8824731	37.29718619	32.38506143	37.985235	32.13501298	27.04119988	39.3639706	21.01273107	34.9111844	28.62119345	29.78426395	34.01027333	67.74720702	46.46461667	32.44125819	34.66951631	28.24521643	35.35535301	28.4251175	28.62119345	32.07907381	20.98324786	33.81801548	28.1995578	32.53984845	24.27982146	27.38636349	41.81750979
bfr	6.313676274	9.032634083	5.169830202	5.469650036	5.440708655	7.034742143	6.598127952	7.712596583	7.29675325	7.102323667	6.19491425	8.039541048	6.794990048	6.46005306	5.556148298	6.50571725	6.491639298	6.272847095	7.888939964	6.145790429	6.740609417	8.29831431	9.072400583	6.975668095	6.623727893	5.456576952	5.401023714	12.31099057	7.221906143	10.12761405	7.334047286	6.639312488	7.352574155	12.54304744	6.727440643	7.888939964	8.109250548	8.753700262	6.477371286	6.740609417	5.509123821	5.26456275
