feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
sra	ResistanceType	No	-0.128754807751567	0.0442970080391215	0.0438259965710949	0.182985577145829	CPLM	1.99	6	6	0
yajO	ResistanceType	No	-0.0802456351786583	0.0268621420093642	0.0404453347359598	0.182985577145829	CPLM	1.99	6	6	0
ybaJ	ResistanceType	No	-0.0602444707758552	0.0205365998469159	0.042663876984546	0.182985577145829	CPLM	1.99	6	6	0
ybaY	ResistanceType	No	-0.157266813649998	0.0513978504967093	0.0376660854265958	0.182985577145829	CPLM	1.99	6	6	0
yebV	ResistanceType	No	-0.175168490292761	0.0590620063752565	0.0413143150529176	0.182985577145829	CPLM	1.99	6	6	0
yfbF	ResistanceType	No	-0.0876427827472412	0.0293556805118343	0.0405159787010848	0.182985577145829	CPLM	1.99	6	6	0
yfcG	ResistanceType	No	-0.162043543477864	0.0556019335966308	0.0434884055794531	0.182985577145829	CPLM	1.99	6	6	0
yhcH	ResistanceType	No	-0.112930365737318	0.0379881085965074	0.0410310344920942	0.182985577145829	CPLM	1.99	6	6	0
yhjG	ResistanceType	No	-0.155956561066663	0.0529696820274058	0.0422096775095275	0.182985577145829	CPLM	1.99	6	6	0
yibF	ResistanceType	No	-0.0942255545947368	0.0322566938774283	0.0431952552933291	0.182985577145829	CPLM	1.99	6	6	0
yjbJ	ResistanceType	No	-0.171842961442431	0.0552815981289576	0.0359239514134907	0.182985577145829	CPLM	1.99	6	6	0
ymdF	ResistanceType	No	-0.361804127647393	0.115007654875987	0.0346499393785473	0.182985577145829	CPLM	1.99	6	6	0
yqhD	ResistanceType	No	0.139833394275574	0.0446831657903372	0.0352041882681009	0.182985577145829	CPLM	1.01	6	6	0
yqjG	ResistanceType	No	-0.112596460359268	0.0372180270956375	0.0389590818364609	0.182985577145829	CPLM	1.99	6	6	0
ytfK	ResistanceType	No	-0.146085237579402	0.0486503744076977	0.0398335625247559	0.182985577145829	CPLM	1.99	6	6	0
bolA	ResistanceType	No	-0.074253477129706	0.0262294109178902	0.0473006860753794	0.184208374583669	CPLM	1.99	6	6	0
dsbA	ResistanceType	No	-0.0393969815813764	0.0138970784350068	0.0471098848995217	0.184208374583669	CPLM	1.99	6	6	0
glpT	ResistanceType	No	0.251374390832097	0.0882235950781394	0.046429234565937	0.184208374583669	CPLM	1.01	6	6	0
gntT	ResistanceType	No	0.130282152721633	0.045479615652592	0.0457155476111397	0.184208374583669	CPLM	1.01	6	6	0
ndk	ResistanceType	No	0.10523189865139	0.0367091882986796	0.0456230226012877	0.184208374583669	CPLM	1.01	6	6	0
ybhB	ResistanceType	No	-0.083771711723749	0.0296259565996394	0.0474582644442658	0.184208374583669	CPLM	1.99	6	6	0
ybhO	ResistanceType	No	-0.0980200256014288	0.0344644202243694	0.0466738290100205	0.184208374583669	CPLM	1.99	6	6	0
yghW	ResistanceType	No	-0.0697388956913714	0.0244783073099443	0.0464423557380023	0.184208374583669	CPLM	1.99	6	6	0
yqeF	ResistanceType	No	0.228444009605232	0.0805312405974551	0.0470239451444523	0.184208374583669	CPLM	1.01	6	6	0
hdeA	ResistanceType	No	-0.164195601110401	0.0585803783488486	0.0486669522150207	0.184669280556111	CPLM	1.99	6	6	0
malM	ResistanceType	No	0.246789765597787	0.0879134594532242	0.0484553424237404	0.184669280556111	CPLM	1.01	6	6	0
trpD	ResistanceType	No	0.107871463250617	0.0384380666628928	0.0484957714305724	0.184669280556111	CPLM	1.01	6	6	0
ybeL	ResistanceType	No	-0.104809735499266	0.0374790704202193	0.0489866984681288	0.184669280556111	CPLM	1.99	6	6	0
hcaR	ResistanceType	No	0.146697696829661	0.0531066918147902	0.0507287325234193	0.187699394011338	CPLM	1.01	6	6	0
yccJ	ResistanceType	No	-0.105071800819271	0.0380735864327239	0.0508651029572711	0.187699394011338	CPLM	1.99	6	6	0
yqjE	ResistanceType	No	-0.0829848124963351	0.0299594623397905	0.0503359930043812	0.187699394011338	CPLM	1.99	6	6	0
ygaU	ResistanceType	No	-0.11632911600758	0.0423927641416228	0.0516880977107238	0.189402539863072	CPLM	1.99	6	6	0
atpI	ResistanceType	No	0.101613365804963	0.0371605621870747	0.0522034969097146	0.189962724865906	CPLM	1.01	6	6	0
mglB	ResistanceType	No	0.276832910143316	0.101755415574866	0.0529555912484523	0.191370550442683	CPLM	1.01	6	6	0
bdm	ResistanceType	No	-0.175117184917385	0.0661663191729359	0.0571832338674257	0.193221120127181	CPLM	1.99	6	6	0
btuE	ResistanceType	No	-0.0607093836491822	0.0228525785968331	0.0565926557546722	0.193221120127181	CPLM	1.99	6	6	0
gadC	ResistanceType	No	-0.244615696611527	0.0908487681325011	0.0545131386146761	0.193221120127181	CPLM	1.99	6	6	0
nei	ResistanceType	No	0.116036078586655	0.0431451278456211	0.0546900311145044	0.193221120127181	CPLM	1.01	6	6	0
osmC	ResistanceType	No	-0.156794606604366	0.059006321995209	0.0565522381571549	0.193221120127181	CPLM	1.99	6	6	0
ydeH	ResistanceType	No	-0.117549895255958	0.0448465522799421	0.0587279973788186	0.193221120127181	CPLM	1.99	6	6	0
yeaQ	ResistanceType	No	-0.110888961267892	0.0418033399102935	0.056825317132378	0.193221120127181	CPLM	1.99	6	6	0
yebF	ResistanceType	No	-0.077863221548363	0.0292316907641168	0.0561757934356951	0.193221120127181	CPLM	1.99	6	6	0
yehT	ResistanceType	No	0.145109411589325	0.0552473995763326	0.0583976296342101	0.193221120127181	CPLM	1.01	6	6	0
yiaG	ResistanceType	No	-0.178799332663703	0.067713202503304	0.0575479440615708	0.193221120127181	CPLM	1.99	6	6	0
yjdJ	ResistanceType	No	-0.151736771839536	0.0562961767726578	0.0543567506051519	0.193221120127181	CPLM	1.99	6	6	0
yjjZ	ResistanceType	No	0.146897724059849	0.0561369715068647	0.0589988153060096	0.193221120127181	CPLM	1.01	6	6	0
yliF	ResistanceType	No	0.232024975428911	0.0885888281250039	0.0588535477146233	0.193221120127181	CPLM	1.01	6	6	0
yncB	ResistanceType	No	-0.116068360570344	0.0434829736684116	0.0558476571445372	0.193221120127181	CPLM	1.99	6	6	0
yoaC	ResistanceType	No	-0.113484964570363	0.0433000145356533	0.0587439494230728	0.193221120127181	CPLM	1.99	6	6	0
gabP	ResistanceType	No	0.09725813974714	0.0380758987124012	0.0630159400492554	0.195394544279143	CPLM	1.99	6	6	0
glpC	ResistanceType	No	0.115286559527144	0.0454294688747422	0.0641371404885737	0.195394544279143	CPLM	1.01	6	6	0
glyU	ResistanceType	No	0.0972997569721144	0.0381397596995564	0.0632291240164778	0.195394544279143	CPLM	1.01	6	6	0
gpp	ResistanceType	No	0.122444067205764	0.0481810049210857	0.0638902646046525	0.195394544279143	CPLM	1.01	6	6	0
phnB	ResistanceType	No	-0.243872888719458	0.0940847440521369	0.0605525927838603	0.195394544279143	CPLM	1.99	6	6	0
tktB	ResistanceType	No	-0.11426160999254	0.04432691074178	0.061476349743088	0.195394544279143	CPLM	1.99	6	6	0
yciG	ResistanceType	No	-0.273848794798844	0.107414158212032	0.0633412503469863	0.195394544279143	CPLM	1.99	6	6	0
yeeF	ResistanceType	No	0.115702586661981	0.045262441053844	0.0628866876562319	0.195394544279143	CPLM	1.01	6	6	0
yliE	ResistanceType	No	0.196563506144607	0.0761768719608184	0.0613043376308044	0.195394544279143	CPLM	1.01	6	6	0
ynhG	ResistanceType	No	-0.0912142354107304	0.0356283847353782	0.0626277085062281	0.195394544279143	CPLM	1.99	6	6	0
yohC	ResistanceType	No	-0.218533989054251	0.0854238093636457	0.0627554237224667	0.195394544279143	CPLM	1.99	6	6	0
yqjD	ResistanceType	No	-0.0813020502103187	0.0319602680286152	0.0637200367948207	0.195394544279143	CPLM	1.99	6	6	0
ddg	ResistanceType	No	-0.166711903053252	0.0660671257595792	0.0651224826520421	0.196154246207637	CPLM	1.99	6	6	0
ybiI	ResistanceType	No	-0.0873521458088079	0.034841135531936	0.0662582091197553	0.196154246207637	CPLM	1.99	6	6	0
yedY	ResistanceType	No	-0.0842274462015872	0.0335118604418126	0.0658208520917463	0.196154246207637	CPLM	1.99	6	6	0
yhbC	ResistanceType	No	-0.047160000894076	0.0187742762610157	0.0659202367094073	0.196154246207637	CPLM	1.99	6	6	0
yncG	ResistanceType	No	-0.153946520847616	0.0612574468791752	0.0658387730502777	0.196154246207637	CPLM	1.99	6	6	0
cydA	ResistanceType	No	0.087303062429845	0.0349084234949545	0.0667011672560177	0.196356245180636	CPLM	1.01	6	6	0
dkgA	ResistanceType	No	-0.0968143995290796	0.0393257676957218	0.0695524906059086	0.197160807498659	CPLM	1.99	6	6	0
lamB	ResistanceType	No	0.240256986266084	0.0969759998883852	0.0683949874811948	0.197160807498659	CPLM	1.01	6	6	0
oxyS	ResistanceType	No	0.166192350189139	0.0676652214774556	0.0699845614403636	0.197160807498659	CPLM	1.01	6	6	0
rihC	ResistanceType	No	0.136854359872226	0.0551823462833039	0.0682082883993638	0.197160807498659	CPLM	1.01	6	6	0
rpoE	ResistanceType	No	-0.0406005525834232	0.0165223109364224	0.0698928010249984	0.197160807498659	CPLM	1.99	6	6	0
ydhL	ResistanceType	No	-0.103373621202277	0.0417368805356957	0.0684460498087335	0.197160807498659	CPLM	1.99	6	6	0
ygaM	ResistanceType	No	-0.112481249360873	0.045661550045168	0.0694395302239276	0.197160807498659	CPLM	1.99	6	6	0
yqjC	ResistanceType	No	-0.0708479316102244	0.0286574730761212	0.06878175757035	0.197160807498659	CPLM	1.99	6	6	0
dapB	ResistanceType	No	0.0960897267282089	0.0395230643702442	0.0718853023196277	0.198252096923605	CPLM	1.01	6	6	0
