feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
gltK	ResistanceType	No	0.127842830541029	0.0384837176570899	0.0293237719280524	0.221860521280717	CPLM	1.01	6	6	0
malK	ResistanceType	No	0.401597513765987	0.121252542897546	0.029596939288499	0.221860521280717	CPLM	1.01	6	6	0
yjcD	ResistanceType	No	0.13027140197797	0.0392872142395382	0.0294920377979794	0.221860521280717	CPLM	1.01	6	6	0
aldA	ResistanceType	No	0.213380538951409	0.0647393730327722	0.030046069083869	0.22218703805855	CPLM	1.01	6	6	0
atpI	ResistanceType	No	0.0925438194189304	0.0284045111698505	0.0311375479975768	0.22218703805855	CPLM	1.01	6	6	0
gltJ	ResistanceType	No	0.13016909788723	0.0399463444512502	0.0311219510608355	0.22218703805855	CPLM	1.01	6	6	0
malT	ResistanceType	No	0.148235878805719	0.0455629624275355	0.031274225945216	0.22218703805855	CPLM	1.01	6	6	0
sufE	ResistanceType	No	-0.144017789216037	0.044138982686931	0.0309980867247938	0.22218703805855	CPLM	1.99	6	6	0
suhB	ResistanceType	No	0.103360704404584	0.031653030505872	0.030922094021184	0.22218703805855	CPLM	1.01	6	6	0
yliH	ResistanceType	No	-0.33424808952941	0.102582865219992	0.0311300501817226	0.22218703805855	CPLM	1.99	6	6	0
acnA	ResistanceType	No	-0.0863429220496346	0.0272999953244157	0.034094135093996	0.226836908881531	CPLM	1.99	6	6	0
argG	ResistanceType	No	0.0988402192950625	0.0308973166477896	0.0329324940627323	0.226836908881531	CPLM	1.01	6	6	0
asd	ResistanceType	No	0.0939884926678497	0.0294784795099907	0.0332677649494678	0.226836908881531	CPLM	1.01	6	6	0
bipA	ResistanceType	No	-0.048360619812742	0.0151501961541446	0.0331503634736132	0.226836908881531	CPLM	1.99	6	6	0
gapC	ResistanceType	No	-0.0814144158475891	0.0252586453176091	0.032181642335176	0.226836908881531	CPLM	1.99	6	6	0
grxB	ResistanceType	No	-0.0787820730822902	0.0245715328466178	0.0327059821372799	0.226836908881531	CPLM	1.99	6	6	0
ilvB	ResistanceType	No	0.104450627502506	0.0330429226117236	0.0341493327388942	0.226836908881531	CPLM	1.01	6	6	0
proL	ResistanceType	No	0.118008138551741	0.0371434536088609	0.0336286682268267	0.226836908881531	CPLM	1.01	6	6	0
ptsG	ResistanceType	No	0.0960855661883087	0.0304441543058226	0.0343114652089711	0.226836908881531	CPLM	1.01	6	6	0
ybdL	ResistanceType	No	0.154322556705303	0.0488121270539038	0.0341328594928417	0.226836908881531	CPLM	1.01	6	6	0
argU	ResistanceType	No	0.147910905663641	0.0472318213046026	0.0351311861863164	0.227790314391672	CPLM	1.01	6	6	0
arpB_1	ResistanceType	No	-0.180918168951784	0.0585676765913355	0.0366082839631084	0.227790314391672	CPLM	1.99	6	6	0
carB	ResistanceType	No	0.0898693925182094	0.0294401369458812	0.0379311514203084	0.227790314391672	CPLM	1.01	6	6	0
dctA	ResistanceType	No	0.187570306208791	0.0622998017334956	0.039520436144049	0.227790314391672	CPLM	1.01	6	6	0
fbaB	ResistanceType	No	-0.132776159617976	0.0447469985042626	0.0412560348655044	0.227790314391672	CPLM	1.99	6	6	0
gapC_2	ResistanceType	No	-0.0685932494610298	0.0220507332750302	0.0358475438460963	0.227790314391672	CPLM	1.99	6	6	0
gltI	ResistanceType	No	0.114204591592303	0.0371061952485966	0.0370115764722764	0.227790314391672	CPLM	1.01	6	6	0
hcaR	ResistanceType	No	0.153422006380768	0.0503574115228978	0.0381526014422355	0.227790314391672	CPLM	1.01	6	6	0
hisQ	ResistanceType	No	0.116346587616957	0.03793253363336	0.0373949721183135	0.227790314391672	CPLM	1.01	6	6	0
luxS	ResistanceType	No	-0.0533938070522116	0.0172987669247162	0.0366965117044119	0.227790314391672	CPLM	1.99	6	6	0
modF	ResistanceType	No	0.104209296965331	0.0334479941715085	0.0356793734623629	0.227790314391672	CPLM	1.01	6	6	0
ndk	ResistanceType	No	0.101451819000906	0.0337327617701078	0.03964721696115	0.227790314391672	CPLM	1.01	6	6	0
osmC	ResistanceType	No	-0.211320228400463	0.07148911749743	0.0417207571174727	0.227790314391672	CPLM	1.99	6	6	0
phnB	ResistanceType	No	-0.263495703408183	0.0893889145041102	0.042063604357841	0.227790314391672	CPLM	1.99	6	6	0
potA	ResistanceType	No	0.108024029393789	0.0347317718035798	0.0358636772414996	0.227790314391672	CPLM	1.01	6	6	0
spy	ResistanceType	No	-0.150625451252499	0.0506852352295231	0.0410717189782443	0.227790314391672	CPLM	1.99	6	6	0
uraA	ResistanceType	No	0.213490760515971	0.0700208933588176	0.0380670050421612	0.227790314391672	CPLM	1.01	6	6	0
ybaA	ResistanceType	No	-0.238777007164079	0.0787573131570587	0.0387118492288101	0.227790314391672	CPLM	1.99	6	6	0
ybgS	ResistanceType	No	-0.252134095779454	0.0833218223128907	0.0389320604623438	0.227790314391672	CPLM	1.99	6	6	0
ybjE	ResistanceType	No	0.142165979192718	0.0452514235066529	0.0347910479332174	0.227790314391672	CPLM	1.01	6	6	0
ydeH	ResistanceType	No	-0.119379359285989	0.0391307138137171	0.0379990887721037	0.227790314391672	CPLM	1.99	6	6	0
ydiJ	ResistanceType	No	0.102461356257331	0.0346864205981189	0.041805603219057	0.227790314391672	CPLM	1.01	6	6	0
ydiY	ResistanceType	No	0.187193724247207	0.0623839325758972	0.0399155074192504	0.227790314391672	CPLM	1.01	6	6	0
yeeI	ResistanceType	No	0.120490697135148	0.0391837075472176	0.0371110326538605	0.227790314391672	CPLM	1.01	6	6	0
ygaM	ResistanceType	No	-0.131854714860077	0.0432535071120944	0.0380871615232649	0.227790314391672	CPLM	1.99	6	6	0
ygiQ	ResistanceType	No	0.134376048774616	0.0455936880416476	0.0420842647870193	0.227790314391672	CPLM	1.01	6	6	0
ygjO	ResistanceType	No	0.13968432372102	0.0474056229274511	0.04211249509762	0.227790314391672	CPLM	1.01	6	6	0
yhdT	ResistanceType	No	0.130903249692409	0.0443562026230796	0.0419200436789192	0.227790314391672	CPLM	1.01	6	6	0
yifE	ResistanceType	No	0.0800313845668542	0.0267357415801482	0.0402020008675281	0.227790314391672	CPLM	1.01	6	6	0
yihE	ResistanceType	No	-0.0848850002023764	0.0284803436616064	0.040719666833155	0.227790314391672	CPLM	1.99	6	6	0
yiiM	ResistanceType	No	-0.114378500066772	0.0383936452342683	0.0407751802085248	0.227790314391672	CPLM	1.99	6	6	0
yjbJ	ResistanceType	No	-0.325739324887258	0.108096459368121	0.0394177175047983	0.227790314391672	CPLM	1.99	6	6	0
carA	ResistanceType	No	0.104073080642139	0.0356932718011793	0.0434270754782153	0.228554463318814	CPLM	1.01	6	6	0
hisA	ResistanceType	No	0.0881362304245957	0.0302146932483864	0.0433733844869968	0.228554463318814	CPLM	1.01	6	6	0
yeaD	ResistanceType	No	0.104003343905321	0.035518979164272	0.0428947963652768	0.228554463318814	CPLM	1.01	6	6	0
yehT	ResistanceType	No	0.132634146727564	0.045247069899589	0.0427569951314628	0.228554463318814	CPLM	1.01	6	6	0
yihX	ResistanceType	No	-0.0766704189761784	0.0263007807721072	0.0434541574167073	0.228554463318814	CPLM	1.99	6	6	0
ybiM	ResistanceType	No	-0.149637401967117	0.0514518762261131	0.0437526361620879	0.228707132937736	CPLM	1.99	6	6	0
yohC	ResistanceType	No	-0.27455082665105	0.0945587415940557	0.0439636610584094	0.228707132937736	CPLM	1.99	6	6	0
asnW	ResistanceType	No	0.0987336873038963	0.0342320695531689	0.0448213402873234	0.230782621064588	CPLM	1.01	6	6	0
yciG	ResistanceType	No	-0.397409538719142	0.137814007050168	0.0448474631270471	0.230782621064588	CPLM	1.99	6	6	0
gltL	ResistanceType	No	0.110441797170188	0.0384132012263769	0.0452356345888107	0.231528624347031	CPLM	1.01	6	6	0
pyrB	ResistanceType	No	0.148406040501038	0.0519413096931496	0.0460601013577255	0.23324051325827	CPLM	1.01	6	6	0
yliI	ResistanceType	No	-0.22335127917471	0.0781019909927719	0.0459416040653762	0.23324051325827	CPLM	1.99	6	6	0
alaX	ResistanceType	No	0.125000883571487	0.0442232060349241	0.0475091273748034	0.234311809270697	CPLM	1.01	6	6	0
aroA	ResistanceType	No	0.108204236294108	0.0388268158477344	0.0494712958649265	0.234311809270697	CPLM	1.01	6	6	0
asnT	ResistanceType	No	0.0985930311814546	0.0352673844076602	0.049031705372356	0.234311809270697	CPLM	1.01	6	6	0
dcp	ResistanceType	No	0.112293404901417	0.0402040585838033	0.0491569486123023	0.234311809270697	CPLM	1.01	6	6	0
gapC_1	ResistanceType	No	-0.0721589752091908	0.025661904796115	0.0482231098678466	0.234311809270697	CPLM	1.99	6	6	0
lysP	ResistanceType	No	0.163575582625229	0.0579436666356531	0.0476820940541007	0.234311809270697	CPLM	1.01	6	6	0
potB	ResistanceType	No	0.106964163840956	0.0378557157978125	0.0475581098194349	0.234311809270697	CPLM	1.01	6	6	0
rihC	ResistanceType	No	0.142933767080116	0.0508127364694441	0.0481720587177344	0.234311809270697	CPLM	1.01	6	6	0
rpoS	ResistanceType	No	-0.0745045605427871	0.0265463152745484	0.0484850586385688	0.234311809270697	CPLM	1.99	6	6	0
rsxC	ResistanceType	No	0.107433241926416	0.0385373468320938	0.0494244935758719	0.234311809270697	CPLM	1.01	6	6	0
sufS	ResistanceType	No	-0.136479445248297	0.0489370691987827	0.0493686484237084	0.234311809270697	CPLM	1.99	6	6	0
ydeI	ResistanceType	No	-0.186001725431252	0.0654669729786928	0.0468129197461696	0.234311809270697	CPLM	1.99	6	6	0
yedP	ResistanceType	No	-0.209983230104916	0.0747641112625168	0.0483853375028843	0.234311809270697	CPLM	1.99	6	6	0
yliF	ResistanceType	No	0.184597115234846	0.0664230866785995	0.0498638357487284	0.235001839766284	CPLM	1.01	6	6	0
alaW	ResistanceType	No	0.122493421426577	0.0443340662015437	0.0506952685914292	0.237743328566702	CPLM	1.01	6	6	0
ampG	ResistanceType	No	0.125311286260597	0.0470860363913282	0.0563124763277428	0.240242936760159	CPLM	1.01	6	6	0
argI	ResistanceType	No	0.188449274701003	0.0716000366646229	0.0580661710629558	0.240242936760159	CPLM	1.01	6	6	0
codA	ResistanceType	No	0.136789006476722	0.0506731673304505	0.0541259000739414	0.240242936760159	CPLM	1.01	6	6	0
dhaK	ResistanceType	No	0.104954816348442	0.0397496666828606	0.0575566008207833	0.240242936760159	CPLM	1.01	6	6	0
frdA	ResistanceType	No	-0.132096792357487	0.0504319043982778	0.0588419571000047	0.240242936760159	CPLM	1.99	6	6	0
frdB	ResistanceType	No	-0.139442203048128	0.05339665247241	0.0593300988953053	0.240242936760159	CPLM	1.99	6	6	0
frdC	ResistanceType	No	-0.142316640465247	0.0541487724425581	0.0582928309273941	0.240242936760159	CPLM	1.99	6	6	0
gadW	ResistanceType	No	-0.137787595727081	0.0515087664894499	0.0555145768373565	0.240242936760159	CPLM	1.99	6	6	0
glpA	ResistanceType	No	0.155751533348021	0.0592437033334854	0.0582473572202459	0.240242936760159	CPLM	1.01	6	6	0
iscR	ResistanceType	No	0.0790951267006039	0.0302504068142458	0.05912862272414	0.240242936760159	CPLM	1.01	6	6	0
livK	ResistanceType	No	0.181041852971042	0.0685677175122741	0.0575601097951274	0.240242936760159	CPLM	1.01	6	6	0
narU	ResistanceType	No	-0.347353111390716	0.130881326150021	0.0567470474747305	0.240242936760159	CPLM	1.99	6	6	0
oxyS	ResistanceType	No	0.0819524565458237	0.0311088339378871	0.0579200180272584	0.240242936760159	CPLM	1.01	6	6	0
phr	ResistanceType	No	-0.0798037522403731	0.030551481172871	0.0592885707503859	0.240242936760159	CPLM	1.99	6	6	0
rbsB	ResistanceType	No	0.0801202918430743	0.030706596211662	0.0594686543932947	0.240242936760159	CPLM	1.99	6	6	0
rbsC	ResistanceType	No	0.217851397487817	0.0822378090769584	0.0570388331423386	0.240242936760159	CPLM	1.01	6	6	0
sodB	ResistanceType	No	0.101192152692227	0.0383171553303488	0.057525614441571	0.240242936760159	CPLM	1.01	6	6	0
